13:11:30.809 [Hungry-Philosopher-1; Meals=0]: I'm alive!
13:12:20.788 [Hungry-Philosopher-5; Meals=366]: Found a nice seat (Chair-4)
13:12:20.789 [Hungry-Philosopher-2; Meals=368]: Stand up from seat (Chair-5)
13:12:20.793 [Hungry-Philosopher-4; Meals=367]: Waiting for 2 forks...
13:12:20.794 [Hungry-Philosopher-1; Meals=370]: Found 2 forks (Fork-1 from Chair-1, Fork-5 from Chair-5)! :D
13:12:20.794 [Hungry-Philosopher-3; Meals=368]: Stand up from seat (Chair-2)
13:12:20.802 [Hungry-Philosopher-2; Meals=368]: Mediating for 5 ms
13:12:20.802 [Hungry-Philosopher-5; Meals=366]: Waiting for 2 forks...
13:12:20.806 [Hungry-Philosopher-3; Meals=368]: Mediating for 5 ms
13:12:20.807 [Hungry-Philosopher-4; Meals=367]: Found 2 forks (Fork-3 from Chair-3, Fork-2 from Chair-2)! :D
13:12:20.814 [Hungry-Philosopher-1; Meals=371]: Eating for 1 ms
13:12:20.818 [Hungry-Philosopher-4; Meals=368]: Eating for 1 ms
13:12:20.822 [Hungry-Philosopher-3; Meals=368]: Waiting for a nice seat...
13:12:20.823 [Hungry-Philosopher-2; Meals=368]: Waiting for a nice seat...
13:12:20.836 [Hungry-Philosopher-1; Meals=371]: Release my forks (Fork-1 from Chair-1, Fork-5 from Chair-5)
13:12:20.837 [Hungry-Philosopher-4; Meals=368]: Release my forks (Fork-3 from Chair-3, Fork-2 from Chair-2)
13:12:20.842 [Hungry-Philosopher-3; Meals=368]: Found a nice seat (Chair-5)
13:12:20.848 [Hungry-Philosopher-2; Meals=368]: Found a nice seat (Chair-2)
13:12:20.849 [Hungry-Philosopher-4; Meals=368]: Stand up from seat (Chair-3)
13:12:20.849 [Hungry-Philosopher-5; Meals=366]: Found 2 forks (Fork-4 from Chair-4, Fork-3 from Chair-3)! :D
13:12:20.850 [Hungry-Philosopher-1; Meals=371]: Stand up from seat (Chair-1)
13:12:20.860 [Hungry-Philosopher-2; Meals=368]: Waiting for 2 forks...
13:12:20.860 [Hungry-Philosopher-3; Meals=368]: Waiting for 2 forks...
13:12:20.860 [Hungry-Philosopher-4; Meals=368]: Mediating for 5 ms
13:12:20.860 [Hungry-Philosopher-5; Meals=367]: Eating for 1 ms
13:12:20.871 [Hungry-Philosopher-1; Meals=371]: Mediating for 5 ms
13:12:20.871 [Hungry-Philosopher-2; Meals=368]: Found 2 forks (Fork-2 from Chair-2, Fork-1 from Chair-1)! :D
13:12:20.872 [Hungry-Philosopher-5; Meals=367]: Release my forks (Fork-4 from Chair-4, Fork-3 from Chair-3)
13:12:20.882 [Hungry-Philosopher-2; Meals=369]: Eating for 1 ms
13:12:20.885 [Hungry-Philosopher-3; Meals=368]: Found 2 forks (Fork-5 from Chair-5, Fork-4 from Chair-4)! :D
13:12:20.885 [Hungry-Philosopher-5; Meals=367]: Stand up from seat (Chair-4)
13:12:20.887 [Hungry-Philosopher-1; Meals=371]: Waiting for a nice seat...
13:12:20.887 [Hungry-Philosopher-4; Meals=368]: Waiting for a nice seat...
13:12:20.894 [Hungry-Philosopher-3; Meals=369]: Eating for 1 ms
13:12:20.895 [Hungry-Philosopher-2; Meals=369]: Release my forks (Fork-2 from Chair-2, Fork-1 from Chair-1)
13:12:20.899 [Hungry-Philosopher-4; Meals=368]: Found a nice seat (Chair-3)
13:12:20.899 [Hungry-Philosopher-5; Meals=367]: Mediating for 5 ms
13:12:20.905 [Hungry-Philosopher-1; Meals=371]: Found a nice seat (Chair-1)
13:12:20.906 [Hungry-Philosopher-3; Meals=369]: Release my forks (Fork-5 from Chair-5, Fork-4 from Chair-4)
13:12:20.911 [Hungry-Philosopher-4; Meals=368]: Waiting for 2 forks...
13:12:20.915 [Hungry-Philosopher-1; Meals=371]: Waiting for 2 forks...
13:12:20.915 [Hungry-Philosopher-2; Meals=369]: Stand up from seat (Chair-2)
13:12:20.917 [Hungry-Philosopher-3; Meals=369]: Stand up from seat (Chair-5)
13:12:20.922 [Hungry-Philosopher-5; Meals=367]: Waiting for a nice seat...
13:12:20.923 [Hungry-Philosopher-4; Meals=368]: Found 2 forks (Fork-3 from Chair-3, Fork-2 from Chair-2)! :D
13:12:20.926 [Hungry-Philosopher-1; Meals=371]: Found 2 forks (Fork-1 from Chair-1, Fork-5 from Chair-5)! :D
13:12:20.927 [Hungry-Philosopher-3; Meals=369]: Mediating for 5 ms
13:12:20.931 [Hungry-Philosopher-2; Meals=369]: Mediating for 5 ms
13:12:20.936 [Hungry-Philosopher-4; Meals=369]: Eating for 1 ms
13:12:20.937 [Hungry-Philosopher-5; Meals=367]: Found a nice seat (Chair-4)
13:12:20.939 [Hungry-Philosopher-1; Meals=372]: Eating for 1 ms
13:12:20.945 [Hungry-Philosopher-3; Meals=369]: Sleeping for 10 ms
13:12:20.947 [Hungry-Philosopher-4; Meals=369]: Release my forks (Fork-3 from Chair-3, Fork-2 from Chair-2)
13:12:20.947 [Hungry-Philosopher-5; Meals=367]: Waiting for 2 forks...
13:12:20.950 [Hungry-Philosopher-1; Meals=372]: Release my forks (Fork-1 from Chair-1, Fork-5 from Chair-5)
13:12:20.954 [Hungry-Philosopher-2; Meals=369]: Sleeping for 10 ms
13:12:20.959 [Hungry-Philosopher-4; Meals=369]: Stand up from seat (Chair-3)
13:12:20.960 [Hungry-Philosopher-1; Meals=372]: Stand up from seat (Chair-1)
13:12:20.960 [Hungry-Philosopher-5; Meals=367]: Found 2 forks (Fork-4 from Chair-4, Fork-3 from Chair-3)! :D
13:12:20.969 [Hungry-Philosopher-3; Meals=369]: Waiting for a nice seat...
13:12:20.969 [Hungry-Philosopher-4; Meals=369]: Mediating for 5 ms
13:12:20.970 [Hungry-Philosopher-1; Meals=372]: Mediating for 5 ms
13:12:20.971 [Hungry-Philosopher-5; Meals=368]: Eating for 1 ms
13:12:20.980 [Hungry-Philosopher-2; Meals=369]: Waiting for a nice seat...
13:12:20.980 [Hungry-Philosopher-3; Meals=369]: Found a nice seat (Chair-5)
13:12:20.981 [Hungry-Philosopher-5; Meals=368]: Release my forks (Fork-4 from Chair-4, Fork-3 from Chair-3)
13:12:20.987 [Hungry-Philosopher-1; Meals=372]: Sleeping for 10 ms
13:12:20.987 [Hungry-Philosopher-4; Meals=369]: Sleeping for 10 ms
13:12:20.992 [Hungry-Philosopher-2; Meals=369]: Found a nice seat (Chair-2)
13:12:20.992 [Hungry-Philosopher-3; Meals=369]: Waiting for 2 forks...
13:12:20.999 [Hungry-Philosopher-5; Meals=368]: Stand up from seat (Chair-4)
13:12:21.002 [Hungry-Philosopher-3; Meals=369]: Found 2 forks (Fork-5 from Chair-5, Fork-4 from Chair-4)! :D
13:12:21.004 [Hungry-Philosopher-2; Meals=369]: Waiting for 2 forks...
13:12:21.009 [Hungry-Philosopher-4; Meals=369]: Waiting for a nice seat...
13:12:21.011 [Hungry-Philosopher-5; Meals=368]: Mediating for 5 ms
13:12:21.012 [Hungry-Philosopher-3; Meals=370]: Eating for 1 ms
13:12:21.013 [Hungry-Philosopher-1; Meals=372]: Waiting for a nice seat...
13:12:21.021 [Hungry-Philosopher-2; Meals=369]: Found 2 forks (Fork-2 from Chair-2, Fork-1 from Chair-1)! :D
13:12:21.021 [Hungry-Philosopher-4; Meals=369]: Found a nice seat (Chair-3)
13:12:21.026 [Hungry-Philosopher-1; Meals=372]: Found a nice seat (Chair-1)
13:12:21.029 [Hungry-Philosopher-3; Meals=370]: Release my forks (Fork-5 from Chair-5, Fork-4 from Chair-4)
13:12:21.032 [Hungry-Philosopher-4; Meals=369]: Waiting for 2 forks...
13:12:21.032 [Hungry-Philosopher-5; Meals=368]: Waiting for a nice seat...
13:12:21.038 [Hungry-Philosopher-2; Meals=370]: Eating for 1 ms
13:12:21.040 [Hungry-Philosopher-3; Meals=370]: Stand up from seat (Chair-5)
13:12:21.043 [Hungry-Philosopher-1; Meals=372]: Waiting for 2 forks...
13:12:21.046 [Hungry-Philosopher-5; Meals=368]: Found a nice seat (Chair-4)
13:12:21.051 [Hungry-Philosopher-3; Meals=370]: Mediating for 5 ms
13:12:21.059 [Hungry-Philosopher-2; Meals=370]: Release my forks (Fork-2 from Chair-2, Fork-1 from Chair-1)
13:12:21.063 [Hungry-Philosopher-5; Meals=368]: Waiting for 2 forks...
13:12:21.068 [Hungry-Philosopher-3; Meals=370]: Waiting for a nice seat...
13:12:21.074 [Hungry-Philosopher-1; Meals=372]: Found 2 forks (Fork-1 from Chair-1, Fork-5 from Chair-5)! :D
13:12:21.074 [Hungry-Philosopher-2; Meals=370]: Stand up from seat (Chair-2)
13:12:21.074 [Hungry-Philosopher-4; Meals=369]: Found 2 forks (Fork-3 from Chair-3, Fork-2 from Chair-2)! :D
13:12:21.084 [Hungry-Philosopher-2; Meals=370]: Mediating for 5 ms
13:12:21.084 [Hungry-Philosopher-3; Meals=370]: Found a nice seat (Chair-5)
13:12:21.091 [Hungry-Philosopher-1; Meals=373]: Eating for 1 ms
13:12:21.095 [Hungry-Philosopher-3; Meals=370]: Waiting for 2 forks...
13:12:21.095 [Hungry-Philosopher-4; Meals=370]: Eating for 1 ms
13:12:21.102 [Hungry-Philosopher-2; Meals=370]: Waiting for a nice seat...
13:12:21.105 [Hungry-Philosopher-1; Meals=373]: Release my forks (Fork-1 from Chair-1, Fork-5 from Chair-5)
13:12:21.106 [Hungry-Philosopher-4; Meals=370]: Release my forks (Fork-3 from Chair-3, Fork-2 from Chair-2)
13:12:21.113 [Hungry-Philosopher-2; Meals=370]: Found a nice seat (Chair-2)
13:12:21.123 [Hungry-Philosopher-4; Meals=370]: Stand up from seat (Chair-3)
13:12:21.123 [Hungry-Philosopher-5; Meals=368]: Found 2 forks (Fork-4 from Chair-4, Fork-3 from Chair-3)! :D
13:12:21.124 [Hungry-Philosopher-1; Meals=373]: Stand up from seat (Chair-1)
13:12:21.133 [Hungry-Philosopher-2; Meals=370]: Waiting for 2 forks...
13:12:21.133 [Hungry-Philosopher-4; Meals=370]: Mediating for 5 ms
13:12:21.134 [Hungry-Philosopher-5; Meals=369]: Eating for 1 ms
13:12:21.143 [Hungry-Philosopher-1; Meals=373]: Mediating for 5 ms
13:12:21.143 [Hungry-Philosopher-2; Meals=370]: Found 2 forks (Fork-2 from Chair-2, Fork-1 from Chair-1)! :D
13:12:21.144 [Hungry-Philosopher-5; Meals=369]: Release my forks (Fork-4 from Chair-4, Fork-3 from Chair-3)
13:12:21.148 [Hungry-Philosopher-4; Meals=370]: Waiting for a nice seat...
13:12:21.154 [Hungry-Philosopher-2; Meals=371]: Eating for 1 ms
13:12:21.154 [Hungry-Philosopher-3; Meals=370]: Found 2 forks (Fork-5 from Chair-5, Fork-4 from Chair-4)! :D
13:12:21.154 [Hungry-Philosopher-5; Meals=369]: Stand up from seat (Chair-4)
13:12:21.163 [Hungry-Philosopher-5; Meals=369]: Mediating for 5 ms
13:12:21.164 [Hungry-Philosopher-1; Meals=373]: Waiting for a nice seat...
13:12:21.164 [Hungry-Philosopher-4; Meals=370]: Found a nice seat (Chair-3)
13:12:21.165 [Hungry-Philosopher-3; Meals=371]: Eating for 1 ms
13:12:21.166 [Hungry-Philosopher-2; Meals=371]: Release my forks (Fork-2 from Chair-2, Fork-1 from Chair-1)
13:12:21.174 [Hungry-Philosopher-1; Meals=373]: Found a nice seat (Chair-1)
13:12:21.177 [Hungry-Philosopher-2; Meals=371]: Stand up from seat (Chair-2)
13:12:21.179 [Hungry-Philosopher-5; Meals=369]: Sleeping for 10 ms
13:12:21.180 [Hungry-Philosopher-3; Meals=371]: Release my forks (Fork-5 from Chair-5, Fork-4 from Chair-4)
13:12:21.185 [Hungry-Philosopher-1; Meals=373]: Waiting for 2 forks...
13:12:21.190 [Hungry-Philosopher-4; Meals=370]: Waiting for 2 forks...
13:12:21.197 [Hungry-Philosopher-2; Meals=371]: Mediating for 5 ms
13:12:21.198 [Hungry-Philosopher-1; Meals=373]: Found 2 forks (Fork-1 from Chair-1, Fork-5 from Chair-5)! :D
13:12:21.198 [Hungry-Philosopher-3; Meals=371]: Stand up from seat (Chair-5)
13:12:21.200 [Hungry-Philosopher-5; Meals=369]: Waiting for a nice seat...
13:12:21.207 [Hungry-Philosopher-1; Meals=374]: Eating for 1 ms
13:12:21.207 [Hungry-Philosopher-4; Meals=370]: Found 2 forks (Fork-3 from Chair-3, Fork-2 from Chair-2)! :D
13:12:21.208 [Hungry-Philosopher-3; Meals=371]: Mediating for 5 ms
13:12:21.212 [Hungry-Philosopher-2; Meals=371]: Waiting for a nice seat...
13:12:21.217 [Hungry-Philosopher-4; Meals=371]: Eating for 1 ms
13:12:21.217 [Hungry-Philosopher-5; Meals=369]: Found a nice seat (Chair-4)
13:12:21.218 [Hungry-Philosopher-1; Meals=374]: Release my forks (Fork-1 from Chair-1, Fork-5 from Chair-5)
13:12:21.225 [Hungry-Philosopher-2; Meals=371]: Found a nice seat (Chair-2)
13:12:21.228 [Hungry-Philosopher-1; Meals=374]: Stand up from seat (Chair-1)
13:12:21.228 [Hungry-Philosopher-5; Meals=369]: Waiting for 2 forks...
13:12:21.230 [Hungry-Philosopher-3; Meals=371]: Waiting for a nice seat...
13:12:21.234 [Hungry-Philosopher-4; Meals=371]: Release my forks (Fork-3 from Chair-3, Fork-2 from Chair-2)
13:12:21.235 [Hungry-Philosopher-2; Meals=371]: Waiting for 2 forks...
13:12:21.242 [Hungry-Philosopher-1; Meals=374]: Mediating for 5 ms
13:12:21.244 [Hungry-Philosopher-3; Meals=371]: Found a nice seat (Chair-5)
13:12:21.249 [Hungry-Philosopher-2; Meals=371]: Found 2 forks (Fork-2 from Chair-2, Fork-1 from Chair-1)! :D
13:12:21.249 [Hungry-Philosopher-4; Meals=371]: Stand up from seat (Chair-3)
13:12:21.249 [Hungry-Philosopher-5; Meals=369]: Found 2 forks (Fork-4 from Chair-4, Fork-3 from Chair-3)! :D
13:12:21.255 [Hungry-Philosopher-3; Meals=371]: Waiting for 2 forks...
13:12:21.260 [Hungry-Philosopher-5; Meals=370]: Eating for 1 ms
13:12:21.261 [Hungry-Philosopher-2; Meals=372]: Eating for 1 ms
13:12:21.265 [Hungry-Philosopher-1; Meals=374]: Waiting for a nice seat...
13:12:21.276 [Hungry-Philosopher-4; Meals=371]: Mediating for 5 ms
13:12:21.276 [Hungry-Philosopher-5; Meals=370]: Release my forks (Fork-4 from Chair-4, Fork-3 from Chair-3)
13:12:21.288 [Hungry-Philosopher-1; Meals=374]: Found a nice seat (Chair-1)
13:12:21.288 [Hungry-Philosopher-2; Meals=372]: Release my forks (Fork-2 from Chair-2, Fork-1 from Chair-1)
13:12:21.288 [Hungry-Philosopher-3; Meals=371]: Found 2 forks (Fork-5 from Chair-5, Fork-4 from Chair-4)! :D
13:12:21.288 [Hungry-Philosopher-5; Meals=370]: Stand up from seat (Chair-4)
13:12:21.298 [Hungry-Philosopher-4; Meals=371]: Waiting for a nice seat...
13:12:21.299 [Hungry-Philosopher-5; Meals=370]: Mediating for 5 ms
13:12:21.309 [Hungry-Philosopher-1; Meals=374]: Waiting for 2 forks...
13:12:21.309 [Hungry-Philosopher-2; Meals=372]: Stand up from seat (Chair-2)
13:12:21.309 [Hungry-Philosopher-3; Meals=372]: Eating for 1 ms
13:12:21.310 [Hungry-Philosopher-4; Meals=371]: Found a nice seat (Chair-3)
13:12:21.319 [Hungry-Philosopher-2; Meals=372]: Mediating for 5 ms
13:12:21.319 [Hungry-Philosopher-5; Meals=370]: Waiting for a nice seat...
13:12:21.320 [Hungry-Philosopher-3; Meals=372]: Release my forks (Fork-5 from Chair-5, Fork-4 from Chair-4)
13:12:21.330 [Hungry-Philosopher-4; Meals=371]: Waiting for 2 forks...
13:12:21.331 [Hungry-Philosopher-5; Meals=370]: Found a nice seat (Chair-4)
13:12:21.340 [Hungry-Philosopher-1; Meals=374]: Found 2 forks (Fork-1 from Chair-1, Fork-5 from Chair-5)! :D
13:12:21.340 [Hungry-Philosopher-3; Meals=372]: Stand up from seat (Chair-5)
13:12:21.341 [Hungry-Philosopher-4; Meals=371]: Found 2 forks (Fork-3 from Chair-3, Fork-2 from Chair-2)! :D
13:12:21.350 [Hungry-Philosopher-2; Meals=372]: Sleeping for 10 ms
13:12:21.351 [Hungry-Philosopher-1; Meals=375]: Eating for 1 ms
13:12:21.352 [Hungry-Philosopher-3; Meals=372]: Mediating for 5 ms
13:12:21.353 [Hungry-Philosopher-5; Meals=370]: Waiting for 2 forks...
13:12:21.361 [Hungry-Philosopher-4; Meals=372]: Eating for 1 ms
13:12:21.362 [Hungry-Philosopher-1; Meals=375]: Release my forks (Fork-1 from Chair-1, Fork-5 from Chair-5)
13:12:21.371 [Hungry-Philosopher-2; Meals=372]: Waiting for a nice seat...
13:12:21.373 [Hungry-Philosopher-1; Meals=375]: Stand up from seat (Chair-1)
13:12:21.374 [Hungry-Philosopher-4; Meals=372]: Release my forks (Fork-3 from Chair-3, Fork-2 from Chair-2)
13:12:21.375 [Hungry-Philosopher-3; Meals=372]: Sleeping for 10 ms
13:12:21.386 [Hungry-Philosopher-2; Meals=372]: Found a nice seat (Chair-2)
13:12:21.387 [Hungry-Philosopher-1; Meals=375]: Mediating for 5 ms
13:12:21.387 [Hungry-Philosopher-4; Meals=372]: Stand up from seat (Chair-3)
13:12:21.387 [Hungry-Philosopher-5; Meals=370]: Found 2 forks (Fork-4 from Chair-4, Fork-3 from Chair-3)! :D
13:12:21.397 [Hungry-Philosopher-2; Meals=372]: Waiting for 2 forks...
13:12:21.397 [Hungry-Philosopher-5; Meals=371]: Eating for 1 ms
13:12:21.398 [Hungry-Philosopher-3; Meals=372]: Waiting for a nice seat...
13:12:21.408 [Hungry-Philosopher-2; Meals=372]: Found 2 forks (Fork-2 from Chair-2, Fork-1 from Chair-1)! :D
13:12:21.408 [Hungry-Philosopher-4; Meals=372]: Mediating for 5 ms
13:12:21.409 [Hungry-Philosopher-3; Meals=372]: Found a nice seat (Chair-5)
13:12:21.409 [Hungry-Philosopher-5; Meals=371]: Release my forks (Fork-4 from Chair-4, Fork-3 from Chair-3)
13:12:21.415 [Hungry-Philosopher-1; Meals=375]: Sleeping for 10 ms
13:12:21.419 [Hungry-Philosopher-2; Meals=373]: Eating for 1 ms
13:12:21.421 [Hungry-Philosopher-5; Meals=371]: Stand up from seat (Chair-4)
13:12:21.424 [Hungry-Philosopher-3; Meals=372]: Waiting for 2 forks...
13:12:21.431 [Hungry-Philosopher-2; Meals=373]: Release my forks (Fork-2 from Chair-2, Fork-1 from Chair-1)
13:12:21.431 [Hungry-Philosopher-4; Meals=372]: Sleeping for 10 ms
13:12:21.432 [Hungry-Philosopher-5; Meals=371]: Mediating for 5 ms
13:12:21.435 [Hungry-Philosopher-3; Meals=372]: Found 2 forks (Fork-5 from Chair-5, Fork-4 from Chair-4)! :D
13:12:21.441 [Hungry-Philosopher-1; Meals=375]: Waiting for a nice seat...
13:12:21.441 [Hungry-Philosopher-2; Meals=373]: Stand up from seat (Chair-2)
13:12:21.446 [Hungry-Philosopher-3; Meals=373]: Eating for 1 ms
13:12:21.450 [Hungry-Philosopher-5; Meals=371]: Waiting for a nice seat...
13:12:21.452 [Hungry-Philosopher-1; Meals=375]: Found a nice seat (Chair-1)
13:12:21.452 [Hungry-Philosopher-2; Meals=373]: Mediating for 5 ms
13:12:21.453 [Hungry-Philosopher-4; Meals=372]: Waiting for a nice seat...
13:12:21.461 [Hungry-Philosopher-5; Meals=371]: Found a nice seat (Chair-3)
13:12:21.462 [Hungry-Philosopher-3; Meals=373]: Release my forks (Fork-5 from Chair-5, Fork-4 from Chair-4)
13:12:21.465 [Hungry-Philosopher-1; Meals=375]: Waiting for 2 forks...
13:12:21.470 [Hungry-Philosopher-2; Meals=373]: Waiting for a nice seat...
13:12:21.471 [Hungry-Philosopher-4; Meals=372]: Found a nice seat (Chair-4)
13:12:21.472 [Hungry-Philosopher-5; Meals=371]: Waiting for 2 forks...
13:12:21.480 [Hungry-Philosopher-1; Meals=375]: Found 2 forks (Fork-1 from Chair-1, Fork-5 from Chair-5)! :D
13:12:21.480 [Hungry-Philosopher-2; Meals=373]: Found a nice seat (Chair-2)
13:12:21.481 [Hungry-Philosopher-3; Meals=373]: Stand up from seat (Chair-5)
13:12:21.491 [Hungry-Philosopher-1; Meals=376]: Eating for 1 ms
13:12:21.491 [Hungry-Philosopher-3; Meals=373]: Mediating for 5 ms
13:12:21.493 [Hungry-Philosopher-4; Meals=372]: Waiting for 2 forks...
13:12:21.494 [Hungry-Philosopher-5; Meals=371]: Found 2 forks (Fork-3 from Chair-3, Fork-2 from Chair-2)! :D
13:12:21.502 [Hungry-Philosopher-2; Meals=373]: Waiting for 2 forks...
13:12:21.503 [Hungry-Philosopher-1; Meals=376]: Release my forks (Fork-1 from Chair-1, Fork-5 from Chair-5)
13:12:21.506 [Hungry-Philosopher-5; Meals=372]: Eating for 1 ms
13:12:21.513 [Hungry-Philosopher-3; Meals=373]: Waiting for a nice seat...
13:12:21.521 [Hungry-Philosopher-1; Meals=376]: Stand up from seat (Chair-1)
13:12:21.525 [Hungry-Philosopher-3; Meals=373]: Found a nice seat (Chair-5)
13:12:21.525 [Hungry-Philosopher-5; Meals=372]: Release my forks (Fork-3 from Chair-3, Fork-2 from Chair-2)
13:12:21.533 [Hungry-Philosopher-1; Meals=376]: Mediating for 5 ms
13:12:21.541 [Hungry-Philosopher-3; Meals=373]: Waiting for 2 forks...
13:12:21.542 [Hungry-Philosopher-2; Meals=373]: Found 2 forks (Fork-2 from Chair-2, Fork-1 from Chair-1)! :D
13:12:21.542 [Hungry-Philosopher-5; Meals=372]: Stand up from seat (Chair-3)
13:12:21.543 [Hungry-Philosopher-4; Meals=372]: Found 2 forks (Fork-4 from Chair-4, Fork-3 from Chair-3)! :D
13:12:21.553 [Hungry-Philosopher-1; Meals=376]: Waiting for a nice seat...
13:12:21.553 [Hungry-Philosopher-5; Meals=372]: Mediating for 5 ms
13:12:21.554 [Hungry-Philosopher-2; Meals=374]: Eating for 1 ms
13:12:21.563 [Hungry-Philosopher-1; Meals=376]: Found a nice seat (Chair-1)
13:12:21.564 [Hungry-Philosopher-4; Meals=373]: Eating for 1 ms
13:12:21.569 [Hungry-Philosopher-2; Meals=374]: Release my forks (Fork-2 from Chair-2, Fork-1 from Chair-1)
13:12:21.574 [Hungry-Philosopher-5; Meals=372]: Sleeping for 10 ms
13:12:21.575 [Hungry-Philosopher-1; Meals=376]: Waiting for 2 forks...
13:12:21.580 [Hungry-Philosopher-2; Meals=374]: Stand up from seat (Chair-2)
13:12:21.585 [Hungry-Philosopher-1; Meals=376]: Found 2 forks (Fork-1 from Chair-1, Fork-5 from Chair-5)! :D
13:12:21.586 [Hungry-Philosopher-4; Meals=373]: Release my forks (Fork-4 from Chair-4, Fork-3 from Chair-3)
13:12:21.590 [Hungry-Philosopher-2; Meals=374]: Mediating for 5 ms
13:12:21.595 [Hungry-Philosopher-5; Meals=372]: Waiting for a nice seat...
13:12:21.600 [Hungry-Philosopher-1; Meals=377]: Eating for 1 ms
13:12:21.600 [Hungry-Philosopher-4; Meals=373]: Stand up from seat (Chair-4)
13:12:21.605 [Hungry-Philosopher-2; Meals=374]: Waiting for a nice seat...
13:12:21.610 [Hungry-Philosopher-4; Meals=373]: Mediating for 5 ms
13:12:21.610 [Hungry-Philosopher-5; Meals=372]: Found a nice seat (Chair-3)
13:12:21.616 [Hungry-Philosopher-1; Meals=377]: Release my forks (Fork-1 from Chair-1, Fork-5 from Chair-5)
13:12:21.621 [Hungry-Philosopher-2; Meals=374]: Found a nice seat (Chair-2)
13:12:21.623 [Hungry-Philosopher-5; Meals=372]: Waiting for 2 forks...
13:12:21.625 [Hungry-Philosopher-4; Meals=373]: Waiting for a nice seat...
13:12:21.631 [Hungry-Philosopher-1; Meals=377]: Stand up from seat (Chair-1)
13:12:21.631 [Hungry-Philosopher-3; Meals=373]: Found 2 forks (Fork-5 from Chair-5, Fork-4 from Chair-4)! :D
13:12:21.633 [Hungry-Philosopher-2; Meals=374]: Waiting for 2 forks...
13:12:21.637 [Hungry-Philosopher-5; Meals=372]: Found 2 forks (Fork-3 from Chair-3, Fork-2 from Chair-2)! :D
13:12:21.641 [Hungry-Philosopher-1; Meals=377]: Mediating for 5 ms
13:12:21.641 [Hungry-Philosopher-4; Meals=373]: Found a nice seat (Chair-4)
13:12:21.643 [Hungry-Philosopher-3; Meals=374]: Eating for 1 ms
13:12:21.651 [Hungry-Philosopher-4; Meals=373]: Waiting for 2 forks...
13:12:21.651 [Hungry-Philosopher-5; Meals=373]: Eating for 1 ms
13:12:21.653 [Hungry-Philosopher-3; Meals=374]: Release my forks (Fork-5 from Chair-5, Fork-4 from Chair-4)
13:12:21.656 [Hungry-Philosopher-1; Meals=377]: Waiting for a nice seat...
13:12:21.662 [Hungry-Philosopher-5; Meals=373]: Release my forks (Fork-3 from Chair-3, Fork-2 from Chair-2)
13:12:21.667 [Hungry-Philosopher-3; Meals=374]: Stand up from seat (Chair-5)
13:12:21.668 [Hungry-Philosopher-1; Meals=377]: Found a nice seat (Chair-1)
13:12:21.676 [Hungry-Philosopher-2; Meals=374]: Found 2 forks (Fork-2 from Chair-2, Fork-1 from Chair-1)! :D
13:12:21.676 [Hungry-Philosopher-4; Meals=373]: Found 2 forks (Fork-4 from Chair-4, Fork-3 from Chair-3)! :D
13:12:21.676 [Hungry-Philosopher-5; Meals=373]: Stand up from seat (Chair-3)
13:12:21.677 [Hungry-Philosopher-3; Meals=374]: Mediating for 5 ms
13:12:21.686 [Hungry-Philosopher-1; Meals=377]: Waiting for 2 forks...
13:12:21.686 [Hungry-Philosopher-2; Meals=375]: Eating for 1 ms
13:12:21.686 [Hungry-Philosopher-5; Meals=373]: Mediating for 5 ms
13:12:21.687 [Hungry-Philosopher-4; Meals=374]: Eating for 1 ms
13:12:21.692 [Hungry-Philosopher-3; Meals=374]: Waiting for a nice seat...
13:12:21.698 [Hungry-Philosopher-2; Meals=375]: Release my forks (Fork-2 from Chair-2, Fork-1 from Chair-1)
13:12:21.698 [Hungry-Philosopher-4; Meals=374]: Release my forks (Fork-4 from Chair-4, Fork-3 from Chair-3)
13:12:21.701 [Hungry-Philosopher-5; Meals=373]: Waiting for a nice seat...
13:12:21.708 [Hungry-Philosopher-3; Meals=374]: Found a nice seat (Chair-5)
13:12:21.709 [Hungry-Philosopher-4; Meals=374]: Stand up from seat (Chair-4)
13:12:21.714 [Hungry-Philosopher-1; Meals=377]: Found 2 forks (Fork-1 from Chair-1, Fork-5 from Chair-5)! :D
13:12:21.714 [Hungry-Philosopher-2; Meals=375]: Stand up from seat (Chair-2)
13:12:21.718 [Hungry-Philosopher-5; Meals=373]: Found a nice seat (Chair-3)
13:12:21.719 [Hungry-Philosopher-4; Meals=374]: Mediating for 5 ms
13:12:21.724 [Hungry-Philosopher-2; Meals=375]: Mediating for 5 ms
13:12:21.724 [Hungry-Philosopher-3; Meals=374]: Waiting for 2 forks...
13:12:21.726 [Hungry-Philosopher-1; Meals=378]: Eating for 1 ms
13:12:21.730 [Hungry-Philosopher-5; Meals=373]: Waiting for 2 forks...
13:12:21.734 [Hungry-Philosopher-4; Meals=374]: Waiting for a nice seat...
13:12:21.738 [Hungry-Philosopher-1; Meals=378]: Release my forks (Fork-1 from Chair-1, Fork-5 from Chair-5)
13:12:21.740 [Hungry-Philosopher-5; Meals=373]: Found 2 forks (Fork-3 from Chair-3, Fork-2 from Chair-2)! :D
13:12:21.742 [Hungry-Philosopher-2; Meals=375]: Sleeping for 10 ms
13:12:21.748 [Hungry-Philosopher-4; Meals=374]: Found a nice seat (Chair-4)
13:12:21.749 [Hungry-Philosopher-1; Meals=378]: Stand up from seat (Chair-1)
