11:54:06.717 [Philosopher-1; Meals=0]: I'm alive!
11:55:03.002 [Philosopher-2; Meals=267]: Found 2 forks! :D
11:55:03.008 [Philosopher-4; Meals=275]: Picked up fork (Fork-4 from Chair-4)
11:55:03.011 [Philosopher-2; Meals=268]: Eating for 1 ms
11:55:03.016 [Philosopher-4; Meals=275]: Picked up fork (Fork-4 from Chair-4)
11:55:03.021 [Philosopher-2; Meals=268]: Release my fork (Fork-1 from Chair-1)
11:55:03.024 [Philosopher-4; Meals=275]: Found 2 forks! :D
11:55:03.028 [Philosopher-2; Meals=268]: Release my fork (Fork-2 from Chair-2)
11:55:03.032 [Philosopher-4; Meals=276]: Eating for 1 ms
11:55:03.037 [Philosopher-2; Meals=268]: Stand up from seat (Chair-2)
11:55:03.042 [Philosopher-4; Meals=276]: Release my fork (Fork-3 from Chair-3)
11:55:03.044 [Philosopher-2; Meals=268]: Mediating for 5 ms
11:55:03.049 [Philosopher-4; Meals=276]: Release my fork (Fork-4 from Chair-4)
11:55:03.056 [Philosopher-2; Meals=268]: Waiting for a nice seat...
11:55:03.056 [Philosopher-4; Meals=276]: Stand up from seat (Chair-4)
11:55:03.063 [Philosopher-2; Meals=268]: Found a nice seat (Chair-2)
11:55:03.063 [Philosopher-4; Meals=276]: Mediating for 5 ms
11:55:03.070 [Philosopher-2; Meals=268]: Waiting for 2 forks...
11:55:03.075 [Philosopher-4; Meals=276]: Sleeping for 10 ms
11:55:03.077 [Philosopher-2; Meals=268]: Picked up fork (Fork-2 from Chair-2)
11:55:03.084 [Philosopher-2; Meals=268]: Picked up fork (Fork-2 from Chair-2)
11:55:03.090 [Philosopher-2; Meals=268]: Found 2 forks! :D
11:55:03.093 [Philosopher-4; Meals=276]: Waiting for a nice seat...
11:55:03.099 [Philosopher-2; Meals=269]: Eating for 1 ms
11:55:03.101 [Philosopher-4; Meals=276]: Found a nice seat (Chair-4)
11:55:03.107 [Philosopher-2; Meals=269]: Release my fork (Fork-1 from Chair-1)
11:55:03.108 [Philosopher-4; Meals=276]: Waiting for 2 forks...
11:55:03.114 [Philosopher-2; Meals=269]: Release my fork (Fork-2 from Chair-2)
11:55:03.115 [Philosopher-4; Meals=276]: Picked up fork (Fork-4 from Chair-4)
11:55:03.121 [Philosopher-2; Meals=269]: Stand up from seat (Chair-2)
11:55:03.121 [Philosopher-4; Meals=276]: Picked up fork (Fork-4 from Chair-4)
11:55:03.128 [Philosopher-2; Meals=269]: Mediating for 5 ms
11:55:03.128 [Philosopher-4; Meals=276]: Found 2 forks! :D
11:55:03.135 [Philosopher-4; Meals=277]: Eating for 1 ms
11:55:03.140 [Philosopher-2; Meals=269]: Waiting for a nice seat...
11:55:03.143 [Philosopher-4; Meals=277]: Release my fork (Fork-3 from Chair-3)
11:55:03.147 [Philosopher-2; Meals=269]: Found a nice seat (Chair-2)
11:55:03.150 [Philosopher-4; Meals=277]: Release my fork (Fork-4 from Chair-4)
11:55:03.154 [Philosopher-2; Meals=269]: Waiting for 2 forks...
11:55:03.157 [Philosopher-4; Meals=277]: Stand up from seat (Chair-4)
11:55:03.161 [Philosopher-2; Meals=269]: Picked up fork (Fork-2 from Chair-2)
11:55:03.164 [Philosopher-4; Meals=277]: Mediating for 5 ms
11:55:03.167 [Philosopher-2; Meals=269]: Picked up fork (Fork-2 from Chair-2)
11:55:03.175 [Philosopher-2; Meals=269]: Found 2 forks! :D
11:55:03.176 [Philosopher-4; Meals=277]: Waiting for a nice seat...
11:55:03.181 [Philosopher-2; Meals=270]: Eating for 1 ms
11:55:03.182 [Philosopher-4; Meals=277]: Found a nice seat (Chair-4)
11:55:03.189 [Philosopher-2; Meals=270]: Release my fork (Fork-1 from Chair-1)
11:55:03.189 [Philosopher-4; Meals=277]: Waiting for 2 forks...
11:55:03.195 [Philosopher-3; Meals=290]: Picked up fork (Fork-1 from Chair-1)
11:55:03.196 [Philosopher-2; Meals=270]: Release my fork (Fork-2 from Chair-2)
11:55:03.196 [Philosopher-4; Meals=277]: Picked up fork (Fork-4 from Chair-4)
11:55:03.203 [Philosopher-2; Meals=270]: Stand up from seat (Chair-2)
11:55:03.205 [Philosopher-3; Meals=290]: Picked up fork (Fork-1 from Chair-1)
11:55:03.205 [Philosopher-4; Meals=277]: Release my fork (Fork-3 from Chair-3)
11:55:03.212 [Philosopher-2; Meals=270]: Mediating for 5 ms
11:55:03.214 [Philosopher-3; Meals=290]: Found 2 forks! :D
11:55:03.222 [Philosopher-3; Meals=291]: Eating for 1 ms
11:55:03.226 [Philosopher-2; Meals=270]: Sleeping for 10 ms
11:55:03.233 [Philosopher-3; Meals=291]: Release my fork (Fork-1 from Chair-1)
11:55:03.239 [Philosopher-3; Meals=291]: Release my fork (Fork-4 from Chair-4)
11:55:03.244 [Philosopher-2; Meals=270]: Waiting for a nice seat...
11:55:03.247 [Philosopher-3; Meals=291]: Stand up from seat (Chair-1)
11:55:03.252 [Philosopher-2; Meals=270]: Found a nice seat (Chair-2)
11:55:03.254 [Philosopher-3; Meals=291]: Mediating for 5 ms
11:55:03.259 [Philosopher-2; Meals=270]: Waiting for 2 forks...
11:55:03.260 [Philosopher-1; Meals=272]: Picked up fork (Fork-3 from Chair-3)
11:55:03.266 [Philosopher-3; Meals=291]: Sleeping for 10 ms
11:55:03.267 [Philosopher-1; Meals=272]: Release my fork (Fork-3 from Chair-3)
11:55:03.267 [Philosopher-2; Meals=270]: Picked up fork (Fork-2 from Chair-2)
11:55:03.275 [Philosopher-2; Meals=270]: Picked up fork (Fork-2 from Chair-2)
11:55:03.281 [Philosopher-2; Meals=270]: Found 2 forks! :D
11:55:03.286 [Philosopher-3; Meals=291]: Waiting for a nice seat...
11:55:03.288 [Philosopher-2; Meals=271]: Eating for 1 ms
11:55:03.292 [Philosopher-3; Meals=291]: Found a nice seat (Chair-1)
11:55:03.297 [Philosopher-2; Meals=271]: Release my fork (Fork-1 from Chair-1)
11:55:03.302 [Philosopher-3; Meals=291]: Waiting for 2 forks...
11:55:03.306 [Philosopher-2; Meals=271]: Release my fork (Fork-2 from Chair-2)
11:55:03.311 [Philosopher-3; Meals=291]: Picked up fork (Fork-1 from Chair-1)
11:55:03.314 [Philosopher-2; Meals=271]: Stand up from seat (Chair-2)
11:55:03.318 [Philosopher-3; Meals=291]: Picked up fork (Fork-1 from Chair-1)
11:55:03.321 [Philosopher-2; Meals=271]: Mediating for 5 ms
11:55:03.325 [Philosopher-3; Meals=291]: Found 2 forks! :D
11:55:03.331 [Philosopher-3; Meals=292]: Eating for 1 ms
11:55:03.333 [Philosopher-2; Meals=271]: Waiting for a nice seat...
11:55:03.341 [Philosopher-2; Meals=271]: Found a nice seat (Chair-2)
11:55:03.341 [Philosopher-3; Meals=292]: Release my fork (Fork-1 from Chair-1)
11:55:03.347 [Philosopher-2; Meals=271]: Waiting for 2 forks...
11:55:03.347 [Philosopher-3; Meals=292]: Release my fork (Fork-4 from Chair-4)
11:55:03.354 [Philosopher-2; Meals=271]: Picked up fork (Fork-2 from Chair-2)
11:55:03.354 [Philosopher-3; Meals=292]: Stand up from seat (Chair-1)
11:55:03.361 [Philosopher-2; Meals=271]: Picked up fork (Fork-2 from Chair-2)
11:55:03.361 [Philosopher-3; Meals=292]: Mediating for 5 ms
11:55:03.368 [Philosopher-2; Meals=271]: Found 2 forks! :D
11:55:03.372 [Philosopher-3; Meals=292]: Waiting for a nice seat...
11:55:03.374 [Philosopher-2; Meals=272]: Eating for 1 ms
11:55:03.378 [Philosopher-1; Meals=272]: Picked up fork (Fork-3 from Chair-3)
11:55:03.382 [Philosopher-3; Meals=292]: Found a nice seat (Chair-1)
11:55:03.384 [Philosopher-2; Meals=272]: Release my fork (Fork-1 from Chair-1)
11:55:03.389 [Philosopher-1; Meals=272]: Release my fork (Fork-3 from Chair-3)
11:55:03.390 [Philosopher-3; Meals=292]: Waiting for 2 forks...
11:55:03.394 [Philosopher-2; Meals=272]: Release my fork (Fork-2 from Chair-2)
11:55:03.400 [Philosopher-3; Meals=292]: Picked up fork (Fork-1 from Chair-1)
11:55:03.408 [Philosopher-2; Meals=272]: Stand up from seat (Chair-2)
11:55:03.411 [Philosopher-3; Meals=292]: Picked up fork (Fork-1 from Chair-1)
11:55:03.418 [Philosopher-2; Meals=272]: Mediating for 5 ms
11:55:03.421 [Philosopher-3; Meals=292]: Found 2 forks! :D
11:55:03.422 [Philosopher-4; Meals=277]: Picked up fork (Fork-4 from Chair-4)
11:55:03.431 [Philosopher-3; Meals=293]: Eating for 1 ms
11:55:03.431 [Philosopher-4; Meals=277]: Release my fork (Fork-3 from Chair-3)
11:55:03.434 [Philosopher-2; Meals=272]: Waiting for a nice seat...
11:55:03.444 [Philosopher-3; Meals=293]: Release my fork (Fork-1 from Chair-1)
11:55:03.445 [Philosopher-2; Meals=272]: Found a nice seat (Chair-2)
11:55:03.454 [Philosopher-3; Meals=293]: Release my fork (Fork-4 from Chair-4)
11:55:03.463 [Philosopher-2; Meals=272]: Waiting for 2 forks...
11:55:03.468 [Philosopher-3; Meals=293]: Stand up from seat (Chair-1)
11:55:03.473 [Philosopher-2; Meals=272]: Picked up fork (Fork-2 from Chair-2)
11:55:03.477 [Philosopher-3; Meals=293]: Mediating for 5 ms
11:55:03.482 [Philosopher-2; Meals=272]: Picked up fork (Fork-2 from Chair-2)
11:55:03.490 [Philosopher-2; Meals=272]: Found 2 forks! :D
11:55:03.492 [Philosopher-3; Meals=293]: Waiting for a nice seat...
11:55:03.500 [Philosopher-2; Meals=273]: Eating for 1 ms
11:55:03.500 [Philosopher-3; Meals=293]: Found a nice seat (Chair-1)
11:55:03.509 [Philosopher-3; Meals=293]: Waiting for 2 forks...
11:55:03.510 [Philosopher-2; Meals=273]: Release my fork (Fork-1 from Chair-1)
11:55:03.518 [Philosopher-2; Meals=273]: Release my fork (Fork-2 from Chair-2)
11:55:03.518 [Philosopher-3; Meals=293]: Picked up fork (Fork-1 from Chair-1)
11:55:03.527 [Philosopher-2; Meals=273]: Stand up from seat (Chair-2)
11:55:03.527 [Philosopher-3; Meals=293]: Picked up fork (Fork-1 from Chair-1)
11:55:03.534 [Philosopher-2; Meals=273]: Mediating for 5 ms
11:55:03.534 [Philosopher-3; Meals=293]: Found 2 forks! :D
11:55:03.543 [Philosopher-3; Meals=294]: Eating for 1 ms
11:55:03.548 [Philosopher-2; Meals=273]: Sleeping for 10 ms
11:55:03.550 [Philosopher-3; Meals=294]: Release my fork (Fork-1 from Chair-1)
11:55:03.556 [Philosopher-3; Meals=294]: Release my fork (Fork-4 from Chair-4)
11:55:03.562 [Philosopher-3; Meals=294]: Stand up from seat (Chair-1)
11:55:03.565 [Philosopher-2; Meals=273]: Waiting for a nice seat...
11:55:03.570 [Philosopher-3; Meals=294]: Mediating for 5 ms
11:55:03.571 [Philosopher-4; Meals=277]: Picked up fork (Fork-4 from Chair-4)
11:55:03.573 [Philosopher-2; Meals=273]: Found a nice seat (Chair-1)
11:55:03.580 [Philosopher-2; Meals=273]: Waiting for 2 forks...
11:55:03.580 [Philosopher-4; Meals=277]: Picked up fork (Fork-4 from Chair-4)
11:55:03.584 [Philosopher-3; Meals=294]: Sleeping for 10 ms
11:55:03.587 [Philosopher-4; Meals=277]: Found 2 forks! :D
11:55:03.588 [Philosopher-2; Meals=273]: Picked up fork (Fork-1 from Chair-1)
11:55:03.596 [Philosopher-2; Meals=273]: Release my fork (Fork-1 from Chair-1)
11:55:03.596 [Philosopher-4; Meals=278]: Eating for 1 ms
11:55:03.602 [Philosopher-3; Meals=294]: Waiting for a nice seat...
11:55:03.606 [Philosopher-4; Meals=278]: Release my fork (Fork-3 from Chair-3)
11:55:03.609 [Philosopher-3; Meals=294]: Found a nice seat (Chair-2)
11:55:03.612 [Philosopher-4; Meals=278]: Release my fork (Fork-4 from Chair-4)
11:55:03.615 [Philosopher-3; Meals=294]: Waiting for 2 forks...
11:55:03.620 [Philosopher-4; Meals=278]: Stand up from seat (Chair-4)
11:55:03.623 [Philosopher-3; Meals=294]: Picked up fork (Fork-2 from Chair-2)
11:55:03.627 [Philosopher-4; Meals=278]: Mediating for 5 ms
11:55:03.631 [Philosopher-3; Meals=294]: Picked up fork (Fork-2 from Chair-2)
11:55:03.637 [Philosopher-3; Meals=294]: Found 2 forks! :D
11:55:03.639 [Philosopher-4; Meals=278]: Waiting for a nice seat...
11:55:03.644 [Philosopher-3; Meals=295]: Eating for 1 ms
11:55:03.645 [Philosopher-4; Meals=278]: Found a nice seat (Chair-4)
11:55:03.647 [Philosopher-1; Meals=272]: Picked up fork (Fork-3 from Chair-3)
11:55:03.653 [Philosopher-4; Meals=278]: Waiting for 2 forks...
11:55:03.654 [Philosopher-3; Meals=295]: Release my fork (Fork-1 from Chair-1)
11:55:03.657 [Philosopher-1; Meals=272]: Release my fork (Fork-3 from Chair-3)
11:55:03.664 [Philosopher-3; Meals=295]: Release my fork (Fork-2 from Chair-2)
11:55:03.664 [Philosopher-4; Meals=278]: Picked up fork (Fork-4 from Chair-4)
11:55:03.671 [Philosopher-3; Meals=295]: Stand up from seat (Chair-2)
11:55:03.671 [Philosopher-4; Meals=278]: Picked up fork (Fork-4 from Chair-4)
11:55:03.678 [Philosopher-3; Meals=295]: Mediating for 5 ms
11:55:03.678 [Philosopher-4; Meals=278]: Found 2 forks! :D
11:55:03.684 [Philosopher-4; Meals=279]: Eating for 1 ms
11:55:03.689 [Philosopher-3; Meals=295]: Waiting for a nice seat...
11:55:03.692 [Philosopher-4; Meals=279]: Release my fork (Fork-3 from Chair-3)
11:55:03.695 [Philosopher-2; Meals=273]: Picked up fork (Fork-1 from Chair-1)
11:55:03.698 [Philosopher-3; Meals=295]: Found a nice seat (Chair-2)
11:55:03.701 [Philosopher-4; Meals=279]: Release my fork (Fork-4 from Chair-4)
11:55:03.704 [Philosopher-2; Meals=273]: Release my fork (Fork-1 from Chair-1)
11:55:03.708 [Philosopher-3; Meals=295]: Waiting for 2 forks...
11:55:03.709 [Philosopher-4; Meals=279]: Stand up from seat (Chair-4)
11:55:03.715 [Philosopher-3; Meals=295]: Picked up fork (Fork-2 from Chair-2)
11:55:03.718 [Philosopher-4; Meals=279]: Mediating for 5 ms
11:55:03.723 [Philosopher-3; Meals=295]: Picked up fork (Fork-2 from Chair-2)
11:55:03.730 [Philosopher-3; Meals=295]: Found 2 forks! :D
11:55:03.731 [Philosopher-4; Meals=279]: Sleeping for 10 ms
11:55:03.737 [Philosopher-2; Meals=273]: Picked up fork (Fork-1 from Chair-1)
11:55:03.737 [Philosopher-3; Meals=296]: Eating for 1 ms
11:55:03.744 [Philosopher-2; Meals=273]: Release my fork (Fork-4 from Chair-4)
11:55:03.745 [Philosopher-3; Meals=296]: Release my fork (Fork-1 from Chair-1)
11:55:03.748 [Philosopher-4; Meals=279]: Waiting for a nice seat...
11:55:03.754 [Philosopher-3; Meals=296]: Release my fork (Fork-2 from Chair-2)
11:55:03.756 [Philosopher-1; Meals=272]: Picked up fork (Fork-3 from Chair-3)
11:55:03.757 [Philosopher-4; Meals=279]: Found a nice seat (Chair-4)
11:55:03.764 [Philosopher-1; Meals=272]: Release my fork (Fork-3 from Chair-3)
11:55:03.764 [Philosopher-3; Meals=296]: Stand up from seat (Chair-2)
11:55:03.768 [Philosopher-4; Meals=279]: Waiting for 2 forks...
11:55:03.772 [Philosopher-3; Meals=296]: Mediating for 5 ms
11:55:03.778 [Philosopher-4; Meals=279]: Picked up fork (Fork-4 from Chair-4)
11:55:03.784 [Philosopher-1; Meals=272]: Picked up fork (Fork-3 from Chair-3)
11:55:03.784 [Philosopher-4; Meals=279]: Release my fork (Fork-4 from Chair-4)
11:55:03.785 [Philosopher-3; Meals=296]: Waiting for a nice seat...
11:55:03.793 [Philosopher-1; Meals=272]: Picked up fork (Fork-3 from Chair-3)
11:55:03.793 [Philosopher-3; Meals=296]: Found a nice seat (Chair-2)
11:55:03.799 [Philosopher-1; Meals=272]: Found 2 forks! :D
11:55:03.799 [Philosopher-3; Meals=296]: Waiting for 2 forks...
11:55:03.806 [Philosopher-1; Meals=273]: Eating for 1 ms
11:55:03.806 [Philosopher-3; Meals=296]: Picked up fork (Fork-2 from Chair-2)
11:55:03.813 [Philosopher-3; Meals=296]: Release my fork (Fork-1 from Chair-1)
11:55:03.814 [Philosopher-1; Meals=273]: Release my fork (Fork-2 from Chair-2)
11:55:03.820 [Philosopher-1; Meals=273]: Release my fork (Fork-3 from Chair-3)
11:55:03.826 [Philosopher-1; Meals=273]: Stand up from seat (Chair-3)
11:55:03.832 [Philosopher-1; Meals=273]: Mediating for 5 ms
11:55:03.843 [Philosopher-1; Meals=273]: Sleeping for 10 ms
11:55:03.859 [Philosopher-1; Meals=273]: Waiting for a nice seat...
11:55:03.865 [Philosopher-1; Meals=273]: Found a nice seat (Chair-3)
11:55:03.871 [Philosopher-1; Meals=273]: Waiting for 2 forks...
11:55:03.878 [Philosopher-1; Meals=273]: Picked up fork (Fork-3 from Chair-3)
11:55:03.884 [Philosopher-1; Meals=273]: Picked up fork (Fork-3 from Chair-3)
11:55:03.890 [Philosopher-1; Meals=273]: Found 2 forks! :D
11:55:03.896 [Philosopher-1; Meals=274]: Eating for 1 ms
11:55:03.904 [Philosopher-1; Meals=274]: Release my fork (Fork-2 from Chair-2)
11:55:03.910 [Philosopher-1; Meals=274]: Release my fork (Fork-3 from Chair-3)
11:55:03.916 [Philosopher-1; Meals=274]: Stand up from seat (Chair-3)
11:55:03.922 [Philosopher-1; Meals=274]: Mediating for 5 ms
11:55:03.935 [Philosopher-1; Meals=274]: Waiting for a nice seat...
11:55:03.941 [Philosopher-1; Meals=274]: Found a nice seat (Chair-3)
11:55:03.947 [Philosopher-1; Meals=274]: Waiting for 2 forks...
11:55:03.953 [Philosopher-1; Meals=274]: Picked up fork (Fork-3 from Chair-3)
11:55:03.960 [Philosopher-1; Meals=274]: Picked up fork (Fork-3 from Chair-3)
11:55:03.963 [Philosopher-4; Meals=279]: Picked up fork (Fork-4 from Chair-4)
11:55:03.966 [Philosopher-1; Meals=274]: Found 2 forks! :D
11:55:03.969 [Philosopher-3; Meals=296]: Picked up fork (Fork-2 from Chair-2)
11:55:03.970 [Philosopher-4; Meals=279]: Release my fork (Fork-4 from Chair-4)
11:55:03.979 [Philosopher-1; Meals=275]: Eating for 1 ms
11:55:03.982 [Philosopher-3; Meals=296]: Release my fork (Fork-1 from Chair-1)
11:55:03.990 [Philosopher-1; Meals=275]: Release my fork (Fork-2 from Chair-2)
11:55:03.994 [Philosopher-2; Meals=273]: Picked up fork (Fork-1 from Chair-1)
11:55:03.997 [Philosopher-1; Meals=275]: Release my fork (Fork-3 from Chair-3)
11:55:04.003 [Philosopher-2; Meals=273]: Picked up fork (Fork-1 from Chair-1)
11:55:04.006 [Philosopher-1; Meals=275]: Stand up from seat (Chair-3)
11:55:04.012 [Philosopher-2; Meals=273]: Found 2 forks! :D
11:55:04.014 [Philosopher-1; Meals=275]: Mediating for 5 ms
11:55:04.021 [Philosopher-2; Meals=274]: Eating for 1 ms
11:55:04.027 [Philosopher-1; Meals=275]: Waiting for a nice seat...
11:55:04.029 [Philosopher-2; Meals=274]: Release my fork (Fork-1 from Chair-1)
11:55:04.036 [Philosopher-1; Meals=275]: Found a nice seat (Chair-3)
11:55:04.038 [Philosopher-2; Meals=274]: Release my fork (Fork-4 from Chair-4)
11:55:04.043 [Philosopher-1; Meals=275]: Waiting for 2 forks...
11:55:04.044 [Philosopher-2; Meals=274]: Stand up from seat (Chair-1)
11:55:04.052 [Philosopher-1; Meals=275]: Picked up fork (Fork-3 from Chair-3)
11:55:04.052 [Philosopher-2; Meals=274]: Mediating for 5 ms
11:55:04.059 [Philosopher-1; Meals=275]: Picked up fork (Fork-3 from Chair-3)
11:55:04.064 [Philosopher-2; Meals=274]: Waiting for a nice seat...
11:55:04.066 [Philosopher-1; Meals=275]: Found 2 forks! :D
11:55:04.072 [Philosopher-2; Meals=274]: Found a nice seat (Chair-1)
11:55:04.073 [Philosopher-1; Meals=276]: Eating for 1 ms
11:55:04.079 [Philosopher-2; Meals=274]: Waiting for 2 forks...
11:55:04.080 [Philosopher-1; Meals=276]: Release my fork (Fork-2 from Chair-2)
11:55:04.087 [Philosopher-2; Meals=274]: Picked up fork (Fork-1 from Chair-1)
11:55:04.088 [Philosopher-1; Meals=276]: Release my fork (Fork-3 from Chair-3)
11:55:04.096 [Philosopher-1; Meals=276]: Stand up from seat (Chair-3)
11:55:04.096 [Philosopher-2; Meals=274]: Picked up fork (Fork-1 from Chair-1)
11:55:04.103 [Philosopher-1; Meals=276]: Mediating for 5 ms
11:55:04.103 [Philosopher-2; Meals=274]: Found 2 forks! :D
11:55:04.110 [Philosopher-2; Meals=275]: Eating for 1 ms
11:55:04.115 [Philosopher-1; Meals=276]: Sleeping for 10 ms
11:55:04.117 [Philosopher-2; Meals=275]: Release my fork (Fork-1 from Chair-1)
11:55:04.123 [Philosopher-2; Meals=275]: Release my fork (Fork-4 from Chair-4)
11:55:04.129 [Philosopher-2; Meals=275]: Stand up from seat (Chair-1)
11:55:04.131 [Philosopher-1; Meals=276]: Waiting for a nice seat...
11:55:04.137 [Philosopher-2; Meals=275]: Mediating for 5 ms
11:55:04.139 [Philosopher-1; Meals=276]: Found a nice seat (Chair-1)
11:55:04.145 [Philosopher-1; Meals=276]: Waiting for 2 forks...
11:55:04.148 [Philosopher-2; Meals=275]: Waiting for a nice seat...
11:55:04.152 [Philosopher-1; Meals=276]: Picked up fork (Fork-1 from Chair-1)
11:55:04.155 [Philosopher-2; Meals=275]: Found a nice seat (Chair-3)
11:55:04.159 [Philosopher-1; Meals=276]: Picked up fork (Fork-1 from Chair-1)
11:55:04.162 [Philosopher-2; Meals=275]: Waiting for 2 forks...
11:55:04.167 [Philosopher-1; Meals=276]: Found 2 forks! :D
11:55:04.170 [Philosopher-2; Meals=275]: Picked up fork (Fork-3 from Chair-3)
11:55:04.174 [Philosopher-1; Meals=277]: Eating for 1 ms
11:55:04.177 [Philosopher-2; Meals=275]: Picked up fork (Fork-3 from Chair-3)
11:55:04.182 [Philosopher-1; Meals=277]: Release my fork (Fork-1 from Chair-1)
11:55:04.184 [Philosopher-2; Meals=275]: Found 2 forks! :D
11:55:04.189 [Philosopher-1; Meals=277]: Release my fork (Fork-4 from Chair-4)
11:55:04.190 [Philosopher-2; Meals=276]: Eating for 1 ms
11:55:04.197 [Philosopher-1; Meals=277]: Stand up from seat (Chair-1)
11:55:04.198 [Philosopher-2; Meals=276]: Release my fork (Fork-2 from Chair-2)
11:55:04.204 [Philosopher-1; Meals=277]: Mediating for 5 ms
11:55:04.205 [Philosopher-2; Meals=276]: Release my fork (Fork-3 from Chair-3)
11:55:04.213 [Philosopher-2; Meals=276]: Stand up from seat (Chair-3)
11:55:04.218 [Philosopher-1; Meals=277]: Waiting for a nice seat...
11:55:04.219 [Philosopher-2; Meals=276]: Mediating for 5 ms
11:55:04.225 [Philosopher-1; Meals=277]: Found a nice seat (Chair-1)
11:55:04.231 [Philosopher-1; Meals=277]: Waiting for 2 forks...
11:55:04.231 [Philosopher-2; Meals=276]: Sleeping for 10 ms
11:55:04.238 [Philosopher-1; Meals=277]: Picked up fork (Fork-1 from Chair-1)
11:55:04.244 [Philosopher-1; Meals=277]: Picked up fork (Fork-1 from Chair-1)
11:55:04.248 [Philosopher-2; Meals=276]: Waiting for a nice seat...
11:55:04.250 [Philosopher-1; Meals=277]: Found 2 forks! :D
11:55:04.254 [Philosopher-2; Meals=276]: Found a nice seat (Chair-3)
11:55:04.257 [Philosopher-1; Meals=278]: Eating for 1 ms
11:55:04.261 [Philosopher-2; Meals=276]: Waiting for 2 forks...
11:55:04.265 [Philosopher-1; Meals=278]: Release my fork (Fork-1 from Chair-1)
11:55:04.270 [Philosopher-2; Meals=276]: Picked up fork (Fork-3 from Chair-3)
11:55:04.273 [Philosopher-1; Meals=278]: Release my fork (Fork-4 from Chair-4)
11:55:04.276 [Philosopher-2; Meals=276]: Picked up fork (Fork-3 from Chair-3)
11:55:04.279 [Philosopher-1; Meals=278]: Stand up from seat (Chair-1)
11:55:04.283 [Philosopher-2; Meals=276]: Found 2 forks! :D
11:55:04.284 [Philosopher-3; Meals=296]: Picked up fork (Fork-2 from Chair-2)
11:55:04.287 [Philosopher-1; Meals=278]: Mediating for 5 ms
11:55:04.287 [Philosopher-4; Meals=279]: Picked up fork (Fork-4 from Chair-4)
11:55:04.292 [Philosopher-2; Meals=277]: Eating for 1 ms
11:55:04.294 [Philosopher-3; Meals=296]: Release my fork (Fork-1 from Chair-1)
11:55:04.297 [Philosopher-4; Meals=279]: Release my fork (Fork-4 from Chair-4)
11:55:04.301 [Philosopher-1; Meals=278]: Waiting for a nice seat...
11:55:04.303 [Philosopher-2; Meals=277]: Release my fork (Fork-2 from Chair-2)
11:55:04.311 [Philosopher-1; Meals=278]: Found a nice seat (Chair-1)
11:55:04.312 [Philosopher-2; Meals=277]: Release my fork (Fork-3 from Chair-3)
11:55:04.318 [Philosopher-1; Meals=278]: Waiting for 2 forks...
11:55:04.318 [Philosopher-2; Meals=277]: Stand up from seat (Chair-3)
11:55:04.327 [Philosopher-1; Meals=278]: Picked up fork (Fork-1 from Chair-1)
11:55:04.327 [Philosopher-2; Meals=277]: Mediating for 5 ms
11:55:04.334 [Philosopher-1; Meals=278]: Picked up fork (Fork-1 from Chair-1)
11:55:04.338 [Philosopher-2; Meals=277]: Waiting for a nice seat...
11:55:04.341 [Philosopher-1; Meals=278]: Found 2 forks! :D
11:55:04.345 [Philosopher-2; Meals=277]: Found a nice seat (Chair-3)
11:55:04.348 [Philosopher-1; Meals=279]: Eating for 1 ms
11:55:04.353 [Philosopher-2; Meals=277]: Waiting for 2 forks...
11:55:04.356 [Philosopher-1; Meals=279]: Release my fork (Fork-1 from Chair-1)
11:55:04.359 [Philosopher-2; Meals=277]: Picked up fork (Fork-3 from Chair-3)
11:55:04.362 [Philosopher-1; Meals=279]: Release my fork (Fork-4 from Chair-4)
11:55:04.367 [Philosopher-2; Meals=277]: Picked up fork (Fork-3 from Chair-3)
11:55:04.371 [Philosopher-1; Meals=279]: Stand up from seat (Chair-1)
11:55:04.374 [Philosopher-2; Meals=277]: Found 2 forks! :D
11:55:04.377 [Philosopher-1; Meals=279]: Mediating for 5 ms
11:55:04.382 [Philosopher-2; Meals=278]: Eating for 1 ms
11:55:04.390 [Philosopher-2; Meals=278]: Release my fork (Fork-2 from Chair-2)
11:55:04.391 [Philosopher-1; Meals=279]: Sleeping for 10 ms
11:55:04.399 [Philosopher-2; Meals=278]: Release my fork (Fork-3 from Chair-3)
11:55:04.409 [Philosopher-2; Meals=278]: Stand up from seat (Chair-3)
11:55:04.410 [Philosopher-1; Meals=279]: Waiting for a nice seat...
11:55:04.419 [Philosopher-1; Meals=279]: Found a nice seat (Chair-1)
11:55:04.419 [Philosopher-2; Meals=278]: Mediating for 5 ms
11:55:04.426 [Philosopher-1; Meals=279]: Waiting for 2 forks...
11:55:04.431 [Philosopher-2; Meals=278]: Waiting for a nice seat...
11:55:04.435 [Philosopher-1; Meals=279]: Picked up fork (Fork-1 from Chair-1)
11:55:04.441 [Philosopher-2; Meals=278]: Found a nice seat (Chair-3)
11:55:04.445 [Philosopher-1; Meals=279]: Picked up fork (Fork-1 from Chair-1)
11:55:04.453 [Philosopher-3; Meals=296]: Picked up fork (Fork-2 from Chair-2)
11:55:04.456 [Philosopher-2; Meals=278]: Waiting for 2 forks...
11:55:04.461 [Philosopher-1; Meals=279]: Found 2 forks! :D
11:55:04.463 [Philosopher-3; Meals=296]: Release my fork (Fork-2 from Chair-2)
11:55:04.467 [Philosopher-2; Meals=278]: Picked up fork (Fork-3 from Chair-3)
