11:17:54.759 [Hungry-Philosopher-1; Meals=0]: I'm alive!
11:18:49.909 [Hungry-Philosopher-1; Meals=282]: Mediating for 5 ms
11:18:49.911 [Hungry-Philosopher-2; Meals=271]: Found a nice seat (Chair-3)
11:18:49.920 [Hungry-Philosopher-2; Meals=271]: Waiting for 2 forks...
11:18:49.922 [Hungry-Philosopher-3; Meals=282]: I'm banned for 5 ms :'(
11:18:49.923 [Hungry-Philosopher-1; Meals=282]: Sleeping for 10 ms
11:18:49.928 [Hungry-Philosopher-2; Meals=271]: Found 2 forks (Fork-3 from Chair-3, Fork-2 from Chair-2)! :D
11:18:49.935 [Hungry-Philosopher-2; Meals=272]: Eating for 1 ms
11:18:49.938 [Hungry-Philosopher-3; Meals=282]: I'm banned for 5 ms :'(
11:18:49.942 [Hungry-Philosopher-1; Meals=282]: Waiting for a nice seat...
11:18:49.943 [Hungry-Philosopher-2; Meals=272]: Release my forks (Fork-3 from Chair-3, Fork-2 from Chair-2)
11:18:49.950 [Hungry-Philosopher-2; Meals=272]: Stand up from seat (Chair-3)
11:18:49.959 [Hungry-Philosopher-1; Meals=282]: Found a nice seat (Chair-3)
11:18:49.959 [Hungry-Philosopher-2; Meals=272]: Mediating for 5 ms
11:18:49.968 [Hungry-Philosopher-1; Meals=282]: Waiting for 2 forks...
11:18:49.973 [Hungry-Philosopher-2; Meals=272]: Waiting for a nice seat...
11:18:49.975 [Hungry-Philosopher-1; Meals=282]: Found 2 forks (Fork-3 from Chair-3, Fork-2 from Chair-2)! :D
11:18:49.982 [Hungry-Philosopher-1; Meals=283]: Eating for 1 ms
11:18:49.989 [Hungry-Philosopher-1; Meals=283]: Release my forks (Fork-3 from Chair-3, Fork-2 from Chair-2)
11:18:49.996 [Hungry-Philosopher-1; Meals=283]: Stand up from seat (Chair-3)
11:18:50.002 [Hungry-Philosopher-1; Meals=283]: Mediating for 5 ms
11:18:50.004 [Hungry-Philosopher-2; Meals=272]: Found a nice seat (Chair-3)
11:18:50.012 [Hungry-Philosopher-2; Meals=272]: Waiting for 2 forks...
11:18:50.016 [Hungry-Philosopher-1; Meals=283]: Waiting for a nice seat...
11:18:50.018 [Hungry-Philosopher-2; Meals=272]: Found 2 forks (Fork-3 from Chair-3, Fork-2 from Chair-2)! :D
11:18:50.026 [Hungry-Philosopher-1; Meals=283]: I'm banned for 5 ms :'(
11:18:50.026 [Hungry-Philosopher-2; Meals=273]: Eating for 1 ms
11:18:50.037 [Hungry-Philosopher-2; Meals=273]: Release my forks (Fork-3 from Chair-3, Fork-2 from Chair-2)
11:18:50.043 [Hungry-Philosopher-2; Meals=273]: Stand up from seat (Chair-3)
11:18:50.049 [Hungry-Philosopher-2; Meals=273]: Mediating for 5 ms
11:18:50.050 [Hungry-Philosopher-3; Meals=282]: Found a nice seat (Chair-3)
11:18:50.056 [Hungry-Philosopher-3; Meals=282]: Waiting for 2 forks...
11:18:50.061 [Hungry-Philosopher-2; Meals=273]: Sleeping for 10 ms
11:18:50.062 [Hungry-Philosopher-3; Meals=282]: Found 2 forks (Fork-3 from Chair-3, Fork-2 from Chair-2)! :D
11:18:50.070 [Hungry-Philosopher-3; Meals=283]: Eating for 1 ms
11:18:50.079 [Hungry-Philosopher-2; Meals=273]: Waiting for a nice seat...
11:18:50.080 [Hungry-Philosopher-3; Meals=283]: Release my forks (Fork-3 from Chair-3, Fork-2 from Chair-2)
11:18:50.088 [Hungry-Philosopher-3; Meals=283]: Stand up from seat (Chair-3)
11:18:50.096 [Hungry-Philosopher-3; Meals=283]: Mediating for 5 ms
11:18:50.098 [Hungry-Philosopher-2; Meals=273]: Found a nice seat (Chair-3)
11:18:50.106 [Hungry-Philosopher-2; Meals=273]: Waiting for 2 forks...
11:18:50.110 [Hungry-Philosopher-3; Meals=283]: Waiting for a nice seat...
11:18:50.114 [Hungry-Philosopher-2; Meals=273]: Found 2 forks (Fork-3 from Chair-3, Fork-2 from Chair-2)! :D
11:18:50.122 [Hungry-Philosopher-2; Meals=274]: Eating for 1 ms
11:18:50.131 [Hungry-Philosopher-2; Meals=274]: Release my forks (Fork-3 from Chair-3, Fork-2 from Chair-2)
11:18:50.138 [Hungry-Philosopher-2; Meals=274]: Stand up from seat (Chair-3)
11:18:50.148 [Hungry-Philosopher-2; Meals=274]: Mediating for 5 ms
11:18:50.149 [Hungry-Philosopher-3; Meals=283]: Found a nice seat (Chair-3)
11:18:50.158 [Hungry-Philosopher-3; Meals=283]: Waiting for 2 forks...
11:18:50.162 [Hungry-Philosopher-2; Meals=274]: Waiting for a nice seat...
11:18:50.166 [Hungry-Philosopher-3; Meals=283]: Found 2 forks (Fork-3 from Chair-3, Fork-2 from Chair-2)! :D
11:18:50.175 [Hungry-Philosopher-3; Meals=284]: Eating for 1 ms
11:18:50.183 [Hungry-Philosopher-3; Meals=284]: Release my forks (Fork-3 from Chair-3, Fork-2 from Chair-2)
11:18:50.191 [Hungry-Philosopher-3; Meals=284]: Stand up from seat (Chair-3)
11:18:50.200 [Hungry-Philosopher-3; Meals=284]: Mediating for 5 ms
11:18:50.201 [Hungry-Philosopher-2; Meals=274]: Found a nice seat (Chair-3)
11:18:50.209 [Hungry-Philosopher-2; Meals=274]: Waiting for 2 forks...
11:18:50.212 [Hungry-Philosopher-3; Meals=284]: Waiting for a nice seat...
11:18:50.217 [Hungry-Philosopher-2; Meals=274]: Found 2 forks (Fork-3 from Chair-3, Fork-2 from Chair-2)! :D
11:18:50.224 [Hungry-Philosopher-2; Meals=275]: Eating for 1 ms
11:18:50.231 [Hungry-Philosopher-2; Meals=275]: Release my forks (Fork-3 from Chair-3, Fork-2 from Chair-2)
11:18:50.237 [Hungry-Philosopher-2; Meals=275]: Stand up from seat (Chair-3)
11:18:50.243 [Hungry-Philosopher-2; Meals=275]: Mediating for 5 ms
11:18:50.244 [Hungry-Philosopher-1; Meals=283]: Found a nice seat (Chair-3)
11:18:50.252 [Hungry-Philosopher-1; Meals=283]: Waiting for 2 forks...
11:18:50.257 [Hungry-Philosopher-2; Meals=275]: Waiting for a nice seat...
11:18:50.259 [Hungry-Philosopher-1; Meals=283]: Found 2 forks (Fork-3 from Chair-3, Fork-2 from Chair-2)! :D
11:18:50.265 [Hungry-Philosopher-1; Meals=284]: Eating for 1 ms
11:18:50.272 [Hungry-Philosopher-1; Meals=284]: Release my forks (Fork-3 from Chair-3, Fork-2 from Chair-2)
11:18:50.278 [Hungry-Philosopher-1; Meals=284]: Stand up from seat (Chair-3)
11:18:50.284 [Hungry-Philosopher-1; Meals=284]: Mediating for 5 ms
11:18:50.286 [Hungry-Philosopher-3; Meals=284]: Found a nice seat (Chair-3)
11:18:50.294 [Hungry-Philosopher-3; Meals=284]: Waiting for 2 forks...
11:18:50.297 [Hungry-Philosopher-1; Meals=284]: Waiting for a nice seat...
11:18:50.300 [Hungry-Philosopher-3; Meals=284]: Found 2 forks (Fork-3 from Chair-3, Fork-2 from Chair-2)! :D
11:18:50.307 [Hungry-Philosopher-3; Meals=285]: Eating for 1 ms
11:18:50.314 [Hungry-Philosopher-3; Meals=285]: Release my forks (Fork-3 from Chair-3, Fork-2 from Chair-2)
11:18:50.320 [Hungry-Philosopher-3; Meals=285]: Stand up from seat (Chair-3)
11:18:50.326 [Hungry-Philosopher-3; Meals=285]: Mediating for 5 ms
11:18:50.328 [Hungry-Philosopher-4; Meals=279]: Found a nice seat (Chair-3)
11:18:50.334 [Hungry-Philosopher-4; Meals=279]: Waiting for 2 forks...
11:18:50.337 [Hungry-Philosopher-3; Meals=285]: Sleeping for 10 ms
11:18:50.342 [Hungry-Philosopher-4; Meals=279]: Found 2 forks (Fork-3 from Chair-3, Fork-2 from Chair-2)! :D
11:18:50.350 [Hungry-Philosopher-4; Meals=280]: Eating for 1 ms
11:18:50.357 [Hungry-Philosopher-4; Meals=280]: Release my forks (Fork-3 from Chair-3, Fork-2 from Chair-2)
11:18:50.358 [Hungry-Philosopher-3; Meals=285]: Waiting for a nice seat...
11:18:50.363 [Hungry-Philosopher-4; Meals=280]: Stand up from seat (Chair-3)
11:18:50.369 [Hungry-Philosopher-4; Meals=280]: Mediating for 5 ms
11:18:50.370 [Hungry-Philosopher-5; Meals=277]: Found a nice seat (Chair-3)
11:18:50.376 [Hungry-Philosopher-5; Meals=277]: Waiting for 2 forks...
11:18:50.381 [Hungry-Philosopher-4; Meals=280]: Waiting for a nice seat...
11:18:50.383 [Hungry-Philosopher-5; Meals=277]: Found 2 forks (Fork-3 from Chair-3, Fork-2 from Chair-2)! :D
11:18:50.389 [Hungry-Philosopher-5; Meals=278]: Eating for 1 ms
11:18:50.397 [Hungry-Philosopher-5; Meals=278]: Release my forks (Fork-3 from Chair-3, Fork-2 from Chair-2)
11:18:50.403 [Hungry-Philosopher-5; Meals=278]: Stand up from seat (Chair-3)
11:18:50.412 [Hungry-Philosopher-1; Meals=284]: Found a nice seat (Chair-3)
11:18:50.412 [Hungry-Philosopher-5; Meals=278]: Mediating for 5 ms
11:18:50.422 [Hungry-Philosopher-1; Meals=284]: Waiting for 2 forks...
11:18:50.424 [Hungry-Philosopher-5; Meals=278]: Waiting for a nice seat...
11:18:50.432 [Hungry-Philosopher-1; Meals=284]: Found 2 forks (Fork-3 from Chair-3, Fork-2 from Chair-2)! :D
11:18:50.439 [Hungry-Philosopher-1; Meals=285]: Eating for 1 ms
11:18:50.446 [Hungry-Philosopher-1; Meals=285]: Release my forks (Fork-3 from Chair-3, Fork-2 from Chair-2)
11:18:50.460 [Hungry-Philosopher-1; Meals=285]: Stand up from seat (Chair-3)
11:18:50.467 [Hungry-Philosopher-1; Meals=285]: Mediating for 5 ms
11:18:50.468 [Hungry-Philosopher-5; Meals=278]: Found a nice seat (Chair-3)
11:18:50.476 [Hungry-Philosopher-5; Meals=278]: Waiting for 2 forks...
11:18:50.481 [Hungry-Philosopher-1; Meals=285]: Sleeping for 10 ms
11:18:50.483 [Hungry-Philosopher-5; Meals=278]: Found 2 forks (Fork-3 from Chair-3, Fork-2 from Chair-2)! :D
11:18:50.489 [Hungry-Philosopher-5; Meals=279]: Eating for 1 ms
11:18:50.497 [Hungry-Philosopher-5; Meals=279]: Release my forks (Fork-3 from Chair-3, Fork-2 from Chair-2)
11:18:50.498 [Hungry-Philosopher-1; Meals=285]: Waiting for a nice seat...
11:18:50.504 [Hungry-Philosopher-5; Meals=279]: Stand up from seat (Chair-3)
11:18:50.510 [Hungry-Philosopher-5; Meals=279]: Mediating for 5 ms
11:18:50.511 [Hungry-Philosopher-3; Meals=285]: Found a nice seat (Chair-3)
11:18:50.518 [Hungry-Philosopher-3; Meals=285]: Waiting for 2 forks...
11:18:50.523 [Hungry-Philosopher-5; Meals=279]: Sleeping for 10 ms
11:18:50.524 [Hungry-Philosopher-3; Meals=285]: Found 2 forks (Fork-3 from Chair-3, Fork-2 from Chair-2)! :D
11:18:50.530 [Hungry-Philosopher-3; Meals=286]: Eating for 1 ms
11:18:50.537 [Hungry-Philosopher-3; Meals=286]: Release my forks (Fork-3 from Chair-3, Fork-2 from Chair-2)
11:18:50.539 [Hungry-Philosopher-5; Meals=279]: Waiting for a nice seat...
11:18:50.547 [Hungry-Philosopher-3; Meals=286]: Stand up from seat (Chair-3)
11:18:50.554 [Hungry-Philosopher-2; Meals=275]: Found a nice seat (Chair-3)
11:18:50.554 [Hungry-Philosopher-3; Meals=286]: Mediating for 5 ms
11:18:50.561 [Hungry-Philosopher-2; Meals=275]: Waiting for 2 forks...
11:18:50.566 [Hungry-Philosopher-3; Meals=286]: Waiting for a nice seat...
11:18:50.567 [Hungry-Philosopher-2; Meals=275]: Found 2 forks (Fork-3 from Chair-3, Fork-2 from Chair-2)! :D
11:18:50.573 [Hungry-Philosopher-2; Meals=276]: Eating for 1 ms
11:18:50.574 [Hungry-Philosopher-3; Meals=286]: I'm banned for 5 ms :'(
11:18:50.583 [Hungry-Philosopher-2; Meals=276]: Release my forks (Fork-3 from Chair-3, Fork-2 from Chair-2)
11:18:50.589 [Hungry-Philosopher-2; Meals=276]: Stand up from seat (Chair-3)
11:18:50.595 [Hungry-Philosopher-2; Meals=276]: Mediating for 5 ms
11:18:50.596 [Hungry-Philosopher-1; Meals=285]: Found a nice seat (Chair-3)
11:18:50.602 [Hungry-Philosopher-1; Meals=285]: Waiting for 2 forks...
11:18:50.607 [Hungry-Philosopher-2; Meals=276]: Sleeping for 10 ms
11:18:50.608 [Hungry-Philosopher-1; Meals=285]: Found 2 forks (Fork-3 from Chair-3, Fork-2 from Chair-2)! :D
11:18:50.615 [Hungry-Philosopher-1; Meals=286]: Eating for 1 ms
11:18:50.622 [Hungry-Philosopher-1; Meals=286]: Release my forks (Fork-3 from Chair-3, Fork-2 from Chair-2)
11:18:50.623 [Hungry-Philosopher-2; Meals=276]: Waiting for a nice seat...
11:18:50.628 [Hungry-Philosopher-1; Meals=286]: Stand up from seat (Chair-3)
11:18:50.635 [Hungry-Philosopher-1; Meals=286]: Mediating for 5 ms
11:18:50.636 [Hungry-Philosopher-5; Meals=279]: Found a nice seat (Chair-3)
11:18:50.644 [Hungry-Philosopher-5; Meals=279]: Waiting for 2 forks...
11:18:50.648 [Hungry-Philosopher-1; Meals=286]: Waiting for a nice seat...
11:18:50.651 [Hungry-Philosopher-5; Meals=279]: Found 2 forks (Fork-3 from Chair-3, Fork-2 from Chair-2)! :D
11:18:50.657 [Hungry-Philosopher-5; Meals=280]: Eating for 1 ms
11:18:50.664 [Hungry-Philosopher-5; Meals=280]: Release my forks (Fork-3 from Chair-3, Fork-2 from Chair-2)
11:18:50.670 [Hungry-Philosopher-5; Meals=280]: Stand up from seat (Chair-3)
11:18:50.676 [Hungry-Philosopher-5; Meals=280]: Mediating for 5 ms
11:18:50.677 [Hungry-Philosopher-2; Meals=276]: Found a nice seat (Chair-3)
11:18:50.685 [Hungry-Philosopher-2; Meals=276]: Waiting for 2 forks...
11:18:50.690 [Hungry-Philosopher-5; Meals=280]: Waiting for a nice seat...
11:18:50.691 [Hungry-Philosopher-2; Meals=276]: Found 2 forks (Fork-3 from Chair-3, Fork-2 from Chair-2)! :D
11:18:50.697 [Hungry-Philosopher-2; Meals=277]: Eating for 1 ms
11:18:50.704 [Hungry-Philosopher-2; Meals=277]: Release my forks (Fork-3 from Chair-3, Fork-2 from Chair-2)
11:18:50.710 [Hungry-Philosopher-2; Meals=277]: Stand up from seat (Chair-3)
11:18:50.717 [Hungry-Philosopher-2; Meals=277]: Mediating for 5 ms
11:18:50.717 [Hungry-Philosopher-5; Meals=280]: Found a nice seat (Chair-3)
11:18:50.724 [Hungry-Philosopher-5; Meals=280]: Waiting for 2 forks...
11:18:50.729 [Hungry-Philosopher-2; Meals=277]: Waiting for a nice seat...
11:18:50.732 [Hungry-Philosopher-5; Meals=280]: Found 2 forks (Fork-3 from Chair-3, Fork-2 from Chair-2)! :D
11:18:50.738 [Hungry-Philosopher-5; Meals=281]: Eating for 1 ms
11:18:50.746 [Hungry-Philosopher-5; Meals=281]: Release my forks (Fork-3 from Chair-3, Fork-2 from Chair-2)
11:18:50.753 [Hungry-Philosopher-5; Meals=281]: Stand up from seat (Chair-3)
11:18:50.760 [Hungry-Philosopher-5; Meals=281]: Mediating for 5 ms
11:18:50.761 [Hungry-Philosopher-1; Meals=286]: Found a nice seat (Chair-3)
11:18:50.768 [Hungry-Philosopher-1; Meals=286]: Waiting for 2 forks...
11:18:50.772 [Hungry-Philosopher-5; Meals=281]: Waiting for a nice seat...
11:18:50.774 [Hungry-Philosopher-1; Meals=286]: Found 2 forks (Fork-3 from Chair-3, Fork-2 from Chair-2)! :D
11:18:50.781 [Hungry-Philosopher-1; Meals=287]: Eating for 1 ms
11:18:50.788 [Hungry-Philosopher-1; Meals=287]: Release my forks (Fork-3 from Chair-3, Fork-2 from Chair-2)
11:18:50.794 [Hungry-Philosopher-1; Meals=287]: Stand up from seat (Chair-3)
11:18:50.800 [Hungry-Philosopher-1; Meals=287]: Mediating for 5 ms
11:18:50.802 [Hungry-Philosopher-4; Meals=280]: Found a nice seat (Chair-3)
11:18:50.808 [Hungry-Philosopher-4; Meals=280]: Waiting for 2 forks...
11:18:50.812 [Hungry-Philosopher-1; Meals=287]: Waiting for a nice seat...
11:18:50.815 [Hungry-Philosopher-4; Meals=280]: Found 2 forks (Fork-3 from Chair-3, Fork-2 from Chair-2)! :D
11:18:50.822 [Hungry-Philosopher-4; Meals=281]: Eating for 1 ms
11:18:50.829 [Hungry-Philosopher-4; Meals=281]: Release my forks (Fork-3 from Chair-3, Fork-2 from Chair-2)
11:18:50.835 [Hungry-Philosopher-4; Meals=281]: Stand up from seat (Chair-3)
11:18:50.842 [Hungry-Philosopher-4; Meals=281]: Mediating for 5 ms
11:18:50.843 [Hungry-Philosopher-2; Meals=277]: Found a nice seat (Chair-3)
11:18:50.851 [Hungry-Philosopher-2; Meals=277]: Waiting for 2 forks...
11:18:50.856 [Hungry-Philosopher-4; Meals=281]: Waiting for a nice seat...
11:18:50.857 [Hungry-Philosopher-2; Meals=277]: Found 2 forks (Fork-3 from Chair-3, Fork-2 from Chair-2)! :D
11:18:50.863 [Hungry-Philosopher-2; Meals=278]: Eating for 1 ms
11:18:50.870 [Hungry-Philosopher-2; Meals=278]: Release my forks (Fork-3 from Chair-3, Fork-2 from Chair-2)
11:18:50.876 [Hungry-Philosopher-2; Meals=278]: Stand up from seat (Chair-3)
11:18:50.882 [Hungry-Philosopher-2; Meals=278]: Mediating for 5 ms
11:18:50.885 [Hungry-Philosopher-4; Meals=281]: Found a nice seat (Chair-3)
11:18:50.892 [Hungry-Philosopher-4; Meals=281]: Waiting for 2 forks...
11:18:50.894 [Hungry-Philosopher-2; Meals=278]: Waiting for a nice seat...
11:18:50.900 [Hungry-Philosopher-4; Meals=281]: Found 2 forks (Fork-3 from Chair-3, Fork-2 from Chair-2)! :D
11:18:50.907 [Hungry-Philosopher-4; Meals=282]: Eating for 1 ms
11:18:50.914 [Hungry-Philosopher-4; Meals=282]: Release my forks (Fork-3 from Chair-3, Fork-2 from Chair-2)
11:18:50.920 [Hungry-Philosopher-4; Meals=282]: Stand up from seat (Chair-3)
11:18:50.926 [Hungry-Philosopher-4; Meals=282]: Mediating for 5 ms
11:18:50.928 [Hungry-Philosopher-3; Meals=286]: Found a nice seat (Chair-3)
11:18:50.935 [Hungry-Philosopher-3; Meals=286]: Waiting for 2 forks...
11:18:50.940 [Hungry-Philosopher-4; Meals=282]: Sleeping for 10 ms
11:18:50.942 [Hungry-Philosopher-3; Meals=286]: Found 2 forks (Fork-3 from Chair-3, Fork-2 from Chair-2)! :D
11:18:50.949 [Hungry-Philosopher-3; Meals=287]: Eating for 1 ms
11:18:50.956 [Hungry-Philosopher-3; Meals=287]: Release my forks (Fork-3 from Chair-3, Fork-2 from Chair-2)
11:18:50.958 [Hungry-Philosopher-4; Meals=282]: Waiting for a nice seat...
11:18:50.963 [Hungry-Philosopher-3; Meals=287]: Stand up from seat (Chair-3)
11:18:50.969 [Hungry-Philosopher-3; Meals=287]: Mediating for 5 ms
11:18:50.970 [Hungry-Philosopher-1; Meals=287]: Found a nice seat (Chair-3)
11:18:50.977 [Hungry-Philosopher-1; Meals=287]: Waiting for 2 forks...
11:18:50.982 [Hungry-Philosopher-3; Meals=287]: Waiting for a nice seat...
11:18:50.987 [Hungry-Philosopher-1; Meals=287]: Found 2 forks (Fork-3 from Chair-3, Fork-2 from Chair-2)! :D
11:18:50.994 [Hungry-Philosopher-1; Meals=288]: Eating for 1 ms
11:18:51.001 [Hungry-Philosopher-1; Meals=288]: Release my forks (Fork-3 from Chair-3, Fork-2 from Chair-2)
11:18:51.007 [Hungry-Philosopher-1; Meals=288]: Stand up from seat (Chair-3)
11:18:51.014 [Hungry-Philosopher-1; Meals=288]: Mediating for 5 ms
11:18:51.015 [Hungry-Philosopher-5; Meals=281]: Found a nice seat (Chair-3)
11:18:51.023 [Hungry-Philosopher-5; Meals=281]: Waiting for 2 forks...
11:18:51.028 [Hungry-Philosopher-1; Meals=288]: Sleeping for 10 ms
11:18:51.029 [Hungry-Philosopher-5; Meals=281]: Found 2 forks (Fork-3 from Chair-3, Fork-2 from Chair-2)! :D
11:18:51.037 [Hungry-Philosopher-5; Meals=282]: Eating for 1 ms
11:18:51.044 [Hungry-Philosopher-5; Meals=282]: Release my forks (Fork-3 from Chair-3, Fork-2 from Chair-2)
11:18:51.047 [Hungry-Philosopher-1; Meals=288]: Waiting for a nice seat...
11:18:51.051 [Hungry-Philosopher-5; Meals=282]: Stand up from seat (Chair-3)
11:18:51.059 [Hungry-Philosopher-5; Meals=282]: Mediating for 5 ms
11:18:51.060 [Hungry-Philosopher-2; Meals=278]: Found a nice seat (Chair-3)
11:18:51.068 [Hungry-Philosopher-2; Meals=278]: Waiting for 2 forks...
11:18:51.073 [Hungry-Philosopher-5; Meals=282]: Sleeping for 10 ms
11:18:51.075 [Hungry-Philosopher-2; Meals=278]: Found 2 forks (Fork-3 from Chair-3, Fork-2 from Chair-2)! :D
11:18:51.084 [Hungry-Philosopher-2; Meals=279]: Eating for 1 ms
11:18:51.092 [Hungry-Philosopher-2; Meals=279]: Release my forks (Fork-3 from Chair-3, Fork-2 from Chair-2)
11:18:51.093 [Hungry-Philosopher-5; Meals=282]: Waiting for a nice seat...
11:18:51.100 [Hungry-Philosopher-2; Meals=279]: Stand up from seat (Chair-3)
11:18:51.107 [Hungry-Philosopher-2; Meals=279]: Mediating for 5 ms
11:18:51.108 [Hungry-Philosopher-5; Meals=282]: Found a nice seat (Chair-3)
11:18:51.115 [Hungry-Philosopher-5; Meals=282]: Waiting for 2 forks...
11:18:51.119 [Hungry-Philosopher-2; Meals=279]: Sleeping for 10 ms
11:18:51.123 [Hungry-Philosopher-5; Meals=282]: Found 2 forks (Fork-3 from Chair-3, Fork-2 from Chair-2)! :D
11:18:51.131 [Hungry-Philosopher-5; Meals=283]: Eating for 1 ms
11:18:51.136 [Hungry-Philosopher-2; Meals=279]: Waiting for a nice seat...
11:18:51.141 [Hungry-Philosopher-5; Meals=283]: Release my forks (Fork-3 from Chair-3, Fork-2 from Chair-2)
11:18:51.150 [Hungry-Philosopher-5; Meals=283]: Stand up from seat (Chair-3)
11:18:51.158 [Hungry-Philosopher-5; Meals=283]: Mediating for 5 ms
11:18:51.159 [Hungry-Philosopher-1; Meals=288]: Found a nice seat (Chair-3)
11:18:51.168 [Hungry-Philosopher-1; Meals=288]: Waiting for 2 forks...
11:18:51.172 [Hungry-Philosopher-5; Meals=283]: Waiting for a nice seat...
11:18:51.177 [Hungry-Philosopher-1; Meals=288]: Found 2 forks (Fork-3 from Chair-3, Fork-2 from Chair-2)! :D
11:18:51.185 [Hungry-Philosopher-1; Meals=289]: Eating for 1 ms
11:18:51.195 [Hungry-Philosopher-1; Meals=289]: Release my forks (Fork-3 from Chair-3, Fork-2 from Chair-2)
11:18:51.201 [Hungry-Philosopher-1; Meals=289]: Stand up from seat (Chair-3)
11:18:51.209 [Hungry-Philosopher-1; Meals=289]: Mediating for 5 ms
11:18:51.211 [Hungry-Philosopher-3; Meals=287]: Found a nice seat (Chair-3)
11:18:51.219 [Hungry-Philosopher-3; Meals=287]: Waiting for 2 forks...
11:18:51.221 [Hungry-Philosopher-1; Meals=289]: Waiting for a nice seat...
11:18:51.226 [Hungry-Philosopher-3; Meals=287]: Found 2 forks (Fork-3 from Chair-3, Fork-2 from Chair-2)! :D
11:18:51.234 [Hungry-Philosopher-3; Meals=288]: Eating for 1 ms
11:18:51.241 [Hungry-Philosopher-3; Meals=288]: Release my forks (Fork-3 from Chair-3, Fork-2 from Chair-2)
11:18:51.247 [Hungry-Philosopher-3; Meals=288]: Stand up from seat (Chair-3)
11:18:51.253 [Hungry-Philosopher-3; Meals=288]: Mediating for 5 ms
11:18:51.254 [Hungry-Philosopher-1; Meals=289]: Found a nice seat (Chair-3)
11:18:51.262 [Hungry-Philosopher-1; Meals=289]: Waiting for 2 forks...
11:18:51.268 [Hungry-Philosopher-1; Meals=289]: Found 2 forks (Fork-3 from Chair-3, Fork-2 from Chair-2)! :D
11:18:51.268 [Hungry-Philosopher-3; Meals=288]: Sleeping for 10 ms
11:18:51.276 [Hungry-Philosopher-1; Meals=290]: Eating for 1 ms
11:18:51.283 [Hungry-Philosopher-1; Meals=290]: Release my forks (Fork-3 from Chair-3, Fork-2 from Chair-2)
11:18:51.285 [Hungry-Philosopher-3; Meals=288]: Waiting for a nice seat...
11:18:51.290 [Hungry-Philosopher-1; Meals=290]: Stand up from seat (Chair-3)
11:18:51.296 [Hungry-Philosopher-1; Meals=290]: Mediating for 5 ms
11:18:51.298 [Hungry-Philosopher-3; Meals=288]: Found a nice seat (Chair-3)
11:18:51.304 [Hungry-Philosopher-3; Meals=288]: Waiting for 2 forks...
11:18:51.308 [Hungry-Philosopher-1; Meals=290]: Waiting for a nice seat...
11:18:51.310 [Hungry-Philosopher-3; Meals=288]: Found 2 forks (Fork-3 from Chair-3, Fork-2 from Chair-2)! :D
11:18:51.317 [Hungry-Philosopher-1; Meals=290]: I'm banned for 5 ms :'(
11:18:51.318 [Hungry-Philosopher-3; Meals=289]: Eating for 1 ms
11:18:51.325 [Hungry-Philosopher-3; Meals=289]: Release my forks (Fork-3 from Chair-3, Fork-2 from Chair-2)
11:18:51.330 [Hungry-Philosopher-1; Meals=290]: I'm banned for 5 ms :'(
11:18:51.331 [Hungry-Philosopher-3; Meals=289]: Stand up from seat (Chair-3)
11:18:51.337 [Hungry-Philosopher-3; Meals=289]: Mediating for 5 ms
11:18:51.339 [Hungry-Philosopher-2; Meals=279]: Found a nice seat (Chair-3)
11:18:51.344 [Hungry-Philosopher-1; Meals=290]: I'm banned for 5 ms :'(
11:18:51.345 [Hungry-Philosopher-2; Meals=279]: Waiting for 2 forks...
11:18:51.349 [Hungry-Philosopher-3; Meals=289]: Waiting for a nice seat...
11:18:51.352 [Hungry-Philosopher-2; Meals=279]: Found 2 forks (Fork-3 from Chair-3, Fork-2 from Chair-2)! :D
11:18:51.358 [Hungry-Philosopher-1; Meals=290]: I'm banned for 5 ms :'(
11:18:51.358 [Hungry-Philosopher-2; Meals=280]: Eating for 1 ms
11:18:51.367 [Hungry-Philosopher-2; Meals=280]: Release my forks (Fork-3 from Chair-3, Fork-2 from Chair-2)
11:18:51.373 [Hungry-Philosopher-2; Meals=280]: Stand up from seat (Chair-3)
11:18:51.379 [Hungry-Philosopher-2; Meals=280]: Mediating for 5 ms
11:18:51.380 [Hungry-Philosopher-3; Meals=289]: Found a nice seat (Chair-3)
11:18:51.385 [Hungry-Philosopher-3; Meals=289]: Waiting for 2 forks...
11:18:51.390 [Hungry-Philosopher-2; Meals=280]: Waiting for a nice seat...
11:18:51.392 [Hungry-Philosopher-3; Meals=289]: Found 2 forks (Fork-3 from Chair-3, Fork-2 from Chair-2)! :D
11:18:51.400 [Hungry-Philosopher-3; Meals=290]: Eating for 1 ms
11:18:51.408 [Hungry-Philosopher-3; Meals=290]: Release my forks (Fork-3 from Chair-3, Fork-2 from Chair-2)
11:18:51.414 [Hungry-Philosopher-3; Meals=290]: Stand up from seat (Chair-3)
11:18:51.420 [Hungry-Philosopher-3; Meals=290]: Mediating for 5 ms
11:18:51.421 [Hungry-Philosopher-4; Meals=282]: Found a nice seat (Chair-3)
11:18:51.429 [Hungry-Philosopher-4; Meals=282]: Waiting for 2 forks...
11:18:51.434 [Hungry-Philosopher-3; Meals=290]: Waiting for a nice seat...
11:18:51.436 [Hungry-Philosopher-4; Meals=282]: Found 2 forks (Fork-3 from Chair-3, Fork-2 from Chair-2)! :D
11:18:51.442 [Hungry-Philosopher-4; Meals=283]: Eating for 1 ms
