12:04:47.548 [Hungry-Philosopher-1; Meals=0]: I'm alive!
12:05:41.860 [Philosopher-3; Meals=232]: Found 2 forks! :D
12:05:41.867 [Philosopher-2; Meals=234]: I'm banned for 0 ms :'(
12:05:41.867 [Philosopher-3; Meals=233]: Eating for 1 ms
12:05:41.874 [Philosopher-2; Meals=234]: I'm banned for 0 ms :'(
12:05:41.875 [Philosopher-3; Meals=233]: Release my fork (Fork-3 from Chair-3)
12:05:41.881 [Philosopher-2; Meals=234]: I'm banned for 0 ms :'(
12:05:41.881 [Philosopher-3; Meals=233]: Release my fork (Fork-4 from Chair-4)
12:05:41.889 [Philosopher-2; Meals=234]: I'm banned for 0 ms :'(
12:05:41.889 [Philosopher-3; Meals=233]: Stand up from seat (Chair-4)
12:05:41.896 [Philosopher-2; Meals=234]: I'm banned for 0 ms :'(
12:05:41.896 [Philosopher-3; Meals=233]: Mediating for 5 ms
12:05:41.903 [Philosopher-2; Meals=234]: I'm banned for 0 ms :'(
12:05:41.908 [Philosopher-3; Meals=233]: Waiting for a nice seat...
12:05:41.909 [Philosopher-2; Meals=234]: I'm banned for 0 ms :'(
12:05:41.914 [Philosopher-3; Meals=233]: Found a nice seat (Chair-3)
12:05:41.916 [Philosopher-2; Meals=234]: I'm banned for 0 ms :'(
12:05:41.924 [Philosopher-3; Meals=233]: Waiting for 2 forks...
12:05:41.925 [Philosopher-2; Meals=234]: I'm banned for 0 ms :'(
12:05:41.931 [Philosopher-2; Meals=234]: I'm banned for 0 ms :'(
12:05:41.931 [Philosopher-3; Meals=233]: Picked up fork (Fork-3 from Chair-3)
12:05:41.940 [Philosopher-2; Meals=234]: I'm banned for 0 ms :'(
12:05:41.940 [Philosopher-3; Meals=233]: Picked up fork (Fork-3 from Chair-3)
12:05:41.948 [Philosopher-2; Meals=234]: I'm banned for 0 ms :'(
12:05:41.948 [Philosopher-3; Meals=233]: Found 2 forks! :D
12:05:41.954 [Hungry-Philosopher-1; Meals=224]: Picked up fork (Fork-1 from Chair-1)
12:05:41.954 [Philosopher-4; Meals=232]: Picked up fork (Fork-2 from Chair-2)
12:05:41.955 [Philosopher-3; Meals=234]: Eating for 1 ms
12:05:41.956 [Philosopher-2; Meals=234]: I'm banned for 0 ms :'(
12:05:41.965 [Hungry-Philosopher-1; Meals=224]: Picked up fork (Fork-1 from Chair-1)
12:05:41.966 [Philosopher-2; Meals=234]: I'm banned for 0 ms :'(
12:05:41.966 [Philosopher-3; Meals=234]: Release my fork (Fork-3 from Chair-3)
12:05:41.973 [Philosopher-2; Meals=234]: I'm banned for 0 ms :'(
12:05:41.974 [Hungry-Philosopher-1; Meals=224]: Found 2 forks! :D
12:05:41.975 [Philosopher-3; Meals=234]: Release my fork (Fork-2 from Chair-2)
12:05:41.982 [Philosopher-2; Meals=234]: I'm banned for 0 ms :'(
12:05:41.984 [Hungry-Philosopher-1; Meals=225]: Eating for 1 ms
12:05:41.984 [Philosopher-3; Meals=234]: Stand up from seat (Chair-3)
12:05:41.991 [Philosopher-2; Meals=234]: Found a nice seat (Chair-4)
12:05:41.994 [Hungry-Philosopher-1; Meals=225]: Release my fork (Fork-4 from Chair-4)
12:05:41.994 [Philosopher-3; Meals=234]: Mediating for 5 ms
12:05:42.000 [Philosopher-2; Meals=234]: Waiting for 2 forks...
12:05:42.004 [Hungry-Philosopher-1; Meals=225]: Release my fork (Fork-1 from Chair-1)
12:05:42.008 [Philosopher-2; Meals=234]: Picked up fork (Fork-4 from Chair-4)
12:05:42.009 [Philosopher-3; Meals=234]: Sleeping for 10 ms
12:05:42.013 [Hungry-Philosopher-1; Meals=225]: Stand up from seat (Chair-1)
12:05:42.017 [Philosopher-2; Meals=234]: Picked up fork (Fork-4 from Chair-4)
12:05:42.022 [Hungry-Philosopher-1; Meals=225]: Mediating for 2 ms
12:05:42.025 [Philosopher-2; Meals=234]: Found 2 forks! :D
12:05:42.027 [Philosopher-3; Meals=234]: Waiting for a nice seat...
12:05:42.034 [Philosopher-2; Meals=235]: Eating for 1 ms
12:05:42.035 [Hungry-Philosopher-1; Meals=225]: Waiting for a nice seat...
12:05:42.036 [Philosopher-3; Meals=234]: Found a nice seat (Chair-1)
12:05:42.045 [Hungry-Philosopher-1; Meals=225]: Found a nice seat (Chair-3)
12:05:42.045 [Philosopher-3; Meals=234]: Waiting for 2 forks...
12:05:42.046 [Philosopher-2; Meals=235]: Release my fork (Fork-3 from Chair-3)
12:05:42.053 [Hungry-Philosopher-1; Meals=225]: Waiting for 2 forks...
12:05:42.054 [Philosopher-3; Meals=234]: Picked up fork (Fork-1 from Chair-1)
12:05:42.056 [Philosopher-2; Meals=235]: Release my fork (Fork-4 from Chair-4)
12:05:42.065 [Hungry-Philosopher-1; Meals=225]: Picked up fork (Fork-3 from Chair-3)
12:05:42.065 [Philosopher-2; Meals=235]: Stand up from seat (Chair-4)
12:05:42.065 [Philosopher-3; Meals=234]: Release my fork (Fork-1 from Chair-1)
12:05:42.076 [Hungry-Philosopher-1; Meals=225]: Picked up fork (Fork-3 from Chair-3)
12:05:42.076 [Philosopher-2; Meals=235]: Mediating for 5 ms
12:05:42.085 [Hungry-Philosopher-1; Meals=225]: Found 2 forks! :D
12:05:42.090 [Philosopher-2; Meals=235]: Waiting for a nice seat...
12:05:42.093 [Hungry-Philosopher-1; Meals=226]: Eating for 1 ms
12:05:42.099 [Philosopher-2; Meals=235]: Found a nice seat (Chair-4)
12:05:42.103 [Hungry-Philosopher-1; Meals=226]: Release my fork (Fork-3 from Chair-3)
12:05:42.108 [Philosopher-2; Meals=235]: Waiting for 2 forks...
12:05:42.111 [Hungry-Philosopher-1; Meals=226]: Release my fork (Fork-2 from Chair-2)
12:05:42.116 [Philosopher-2; Meals=235]: Picked up fork (Fork-4 from Chair-4)
12:05:42.120 [Hungry-Philosopher-1; Meals=226]: Stand up from seat (Chair-3)
12:05:42.126 [Philosopher-2; Meals=235]: Picked up fork (Fork-4 from Chair-4)
12:05:42.129 [Hungry-Philosopher-1; Meals=226]: Mediating for 2 ms
12:05:42.134 [Philosopher-2; Meals=235]: Found 2 forks! :D
12:05:42.141 [Hungry-Philosopher-1; Meals=226]: Waiting for a nice seat...
12:05:42.143 [Philosopher-2; Meals=236]: Eating for 1 ms
12:05:42.149 [Hungry-Philosopher-1; Meals=226]: Found a nice seat (Chair-3)
12:05:42.154 [Philosopher-2; Meals=236]: Release my fork (Fork-3 from Chair-3)
12:05:42.158 [Hungry-Philosopher-1; Meals=226]: Waiting for 2 forks...
12:05:42.165 [Philosopher-2; Meals=236]: Release my fork (Fork-4 from Chair-4)
12:05:42.167 [Hungry-Philosopher-1; Meals=226]: Picked up fork (Fork-3 from Chair-3)
12:05:42.176 [Hungry-Philosopher-1; Meals=226]: Picked up fork (Fork-3 from Chair-3)
12:05:42.176 [Philosopher-2; Meals=236]: Stand up from seat (Chair-4)
12:05:42.185 [Hungry-Philosopher-1; Meals=226]: Found 2 forks! :D
12:05:42.185 [Philosopher-2; Meals=236]: Mediating for 5 ms
12:05:42.193 [Hungry-Philosopher-1; Meals=227]: Eating for 1 ms
12:05:42.198 [Philosopher-2; Meals=236]: Waiting for a nice seat...
12:05:42.202 [Hungry-Philosopher-1; Meals=227]: Release my fork (Fork-3 from Chair-3)
12:05:42.207 [Philosopher-2; Meals=236]: Found a nice seat (Chair-4)
12:05:42.210 [Hungry-Philosopher-1; Meals=227]: Release my fork (Fork-2 from Chair-2)
12:05:42.216 [Philosopher-2; Meals=236]: Waiting for 2 forks...
12:05:42.223 [Hungry-Philosopher-1; Meals=227]: Stand up from seat (Chair-3)
12:05:42.229 [Philosopher-2; Meals=236]: Picked up fork (Fork-4 from Chair-4)
12:05:42.241 [Hungry-Philosopher-1; Meals=227]: Mediating for 2 ms
12:05:42.242 [Philosopher-2; Meals=236]: Picked up fork (Fork-4 from Chair-4)
12:05:42.251 [Philosopher-2; Meals=236]: Found 2 forks! :D
12:05:42.251 [Philosopher-4; Meals=232]: Picked up fork (Fork-2 from Chair-2)
12:05:42.253 [Hungry-Philosopher-1; Meals=227]: Waiting for a nice seat...
12:05:42.262 [Hungry-Philosopher-1; Meals=227]: Found a nice seat (Chair-3)
12:05:42.262 [Philosopher-2; Meals=237]: Eating for 1 ms
12:05:42.262 [Philosopher-4; Meals=232]: Picked up fork (Fork-2 from Chair-2)
12:05:42.274 [Hungry-Philosopher-1; Meals=227]: Waiting for 2 forks...
12:05:42.274 [Philosopher-2; Meals=237]: Release my fork (Fork-3 from Chair-3)
12:05:42.274 [Philosopher-4; Meals=232]: Found 2 forks! :D
12:05:42.284 [Philosopher-2; Meals=237]: Release my fork (Fork-4 from Chair-4)
12:05:42.285 [Hungry-Philosopher-1; Meals=227]: Picked up fork (Fork-3 from Chair-3)
12:05:42.285 [Philosopher-4; Meals=233]: Eating for 1 ms
12:05:42.296 [Hungry-Philosopher-1; Meals=227]: Release my fork (Fork-3 from Chair-3)
12:05:42.296 [Philosopher-2; Meals=237]: Stand up from seat (Chair-4)
12:05:42.297 [Philosopher-4; Meals=233]: Release my fork (Fork-2 from Chair-2)
12:05:42.306 [Philosopher-2; Meals=237]: Mediating for 5 ms
12:05:42.306 [Philosopher-4; Meals=233]: Release my fork (Fork-1 from Chair-1)
12:05:42.317 [Philosopher-3; Meals=234]: Picked up fork (Fork-1 from Chair-1)
12:05:42.317 [Philosopher-4; Meals=233]: Stand up from seat (Chair-2)
12:05:42.322 [Philosopher-2; Meals=237]: Sleeping for 10 ms
12:05:42.328 [Philosopher-3; Meals=234]: Picked up fork (Fork-1 from Chair-1)
12:05:42.328 [Philosopher-4; Meals=233]: Mediating for 5 ms
12:05:42.338 [Philosopher-3; Meals=234]: Found 2 forks! :D
12:05:42.342 [Philosopher-4; Meals=233]: Waiting for a nice seat...
12:05:42.344 [Philosopher-2; Meals=237]: Waiting for a nice seat...
12:05:42.347 [Philosopher-3; Meals=235]: Eating for 1 ms
12:05:42.353 [Philosopher-2; Meals=237]: I'm banned for 0 ms :'(
12:05:42.353 [Philosopher-4; Meals=233]: Found a nice seat (Chair-2)
12:05:42.359 [Philosopher-3; Meals=235]: Release my fork (Fork-4 from Chair-4)
12:05:42.363 [Philosopher-2; Meals=237]: I'm banned for 0 ms :'(
12:05:42.363 [Philosopher-4; Meals=233]: Waiting for 2 forks...
12:05:42.369 [Philosopher-3; Meals=235]: Release my fork (Fork-1 from Chair-1)
12:05:42.373 [Philosopher-4; Meals=233]: Picked up fork (Fork-2 from Chair-2)
12:05:42.374 [Philosopher-2; Meals=237]: I'm banned for 0 ms :'(
12:05:42.380 [Philosopher-3; Meals=235]: Stand up from seat (Chair-1)
12:05:42.384 [Philosopher-2; Meals=237]: I'm banned for 0 ms :'(
12:05:42.384 [Philosopher-4; Meals=233]: Picked up fork (Fork-2 from Chair-2)
12:05:42.390 [Philosopher-3; Meals=235]: Mediating for 5 ms
12:05:42.393 [Philosopher-4; Meals=233]: Found 2 forks! :D
12:05:42.394 [Philosopher-2; Meals=237]: I'm banned for 0 ms :'(
12:05:42.403 [Philosopher-2; Meals=237]: I'm banned for 0 ms :'(
12:05:42.403 [Philosopher-4; Meals=234]: Eating for 1 ms
12:05:42.406 [Philosopher-3; Meals=235]: Waiting for a nice seat...
12:05:42.412 [Philosopher-2; Meals=237]: I'm banned for 0 ms :'(
12:05:42.413 [Philosopher-4; Meals=234]: Release my fork (Fork-2 from Chair-2)
12:05:42.417 [Philosopher-3; Meals=235]: Found a nice seat (Chair-1)
12:05:42.422 [Philosopher-2; Meals=237]: I'm banned for 0 ms :'(
12:05:42.422 [Philosopher-4; Meals=234]: Release my fork (Fork-1 from Chair-1)
12:05:42.427 [Philosopher-3; Meals=235]: Waiting for 2 forks...
12:05:42.433 [Philosopher-2; Meals=237]: I'm banned for 0 ms :'(
12:05:42.433 [Philosopher-4; Meals=234]: Stand up from seat (Chair-2)
12:05:42.441 [Philosopher-3; Meals=235]: Picked up fork (Fork-1 from Chair-1)
12:05:42.443 [Philosopher-4; Meals=234]: Mediating for 5 ms
12:05:42.447 [Philosopher-2; Meals=237]: I'm banned for 0 ms :'(
12:05:42.451 [Philosopher-3; Meals=235]: Picked up fork (Fork-1 from Chair-1)
12:05:42.458 [Philosopher-4; Meals=234]: Sleeping for 10 ms
12:05:42.459 [Philosopher-2; Meals=237]: I'm banned for 0 ms :'(
12:05:42.464 [Philosopher-3; Meals=235]: Found 2 forks! :D
12:05:42.471 [Philosopher-2; Meals=237]: I'm banned for 0 ms :'(
12:05:42.475 [Philosopher-3; Meals=236]: Eating for 1 ms
12:05:42.481 [Philosopher-4; Meals=234]: Waiting for a nice seat...
12:05:42.483 [Philosopher-2; Meals=237]: I'm banned for 0 ms :'(
12:05:42.498 [Philosopher-3; Meals=236]: Release my fork (Fork-4 from Chair-4)
12:05:42.502 [Philosopher-4; Meals=234]: Found a nice seat (Chair-2)
12:05:42.505 [Philosopher-2; Meals=237]: I'm banned for 0 ms :'(
12:05:42.513 [Philosopher-3; Meals=236]: Release my fork (Fork-1 from Chair-1)
12:05:42.514 [Philosopher-4; Meals=234]: Waiting for 2 forks...
12:05:42.528 [Philosopher-2; Meals=237]: I'm banned for 0 ms :'(
12:05:42.530 [Philosopher-3; Meals=236]: Stand up from seat (Chair-1)
12:05:42.530 [Philosopher-4; Meals=234]: Picked up fork (Fork-2 from Chair-2)
12:05:42.539 [Philosopher-3; Meals=236]: Mediating for 5 ms
12:05:42.540 [Philosopher-2; Meals=237]: I'm banned for 0 ms :'(
12:05:42.542 [Philosopher-4; Meals=234]: Picked up fork (Fork-2 from Chair-2)
12:05:42.554 [Philosopher-2; Meals=237]: I'm banned for 0 ms :'(
12:05:42.558 [Philosopher-3; Meals=236]: Waiting for a nice seat...
12:05:42.558 [Philosopher-4; Meals=234]: Found 2 forks! :D
12:05:42.566 [Philosopher-2; Meals=237]: I'm banned for 0 ms :'(
12:05:42.570 [Philosopher-4; Meals=235]: Eating for 1 ms
12:05:42.574 [Philosopher-3; Meals=236]: Found a nice seat (Chair-1)
12:05:42.578 [Philosopher-2; Meals=237]: I'm banned for 0 ms :'(
12:05:42.583 [Philosopher-3; Meals=236]: Waiting for 2 forks...
12:05:42.583 [Philosopher-4; Meals=235]: Release my fork (Fork-2 from Chair-2)
12:05:42.589 [Philosopher-2; Meals=237]: I'm banned for 0 ms :'(
12:05:42.591 [Philosopher-4; Meals=235]: Release my fork (Fork-1 from Chair-1)
12:05:42.592 [Philosopher-3; Meals=236]: Picked up fork (Fork-1 from Chair-1)
12:05:42.598 [Philosopher-2; Meals=237]: I'm banned for 0 ms :'(
12:05:42.602 [Philosopher-3; Meals=236]: Picked up fork (Fork-1 from Chair-1)
12:05:42.602 [Philosopher-4; Meals=235]: Stand up from seat (Chair-2)
12:05:42.610 [Philosopher-2; Meals=237]: I'm banned for 0 ms :'(
12:05:42.612 [Philosopher-4; Meals=235]: Mediating for 5 ms
12:05:42.614 [Philosopher-3; Meals=236]: Found 2 forks! :D
12:05:42.621 [Philosopher-3; Meals=237]: Eating for 1 ms
12:05:42.622 [Philosopher-2; Meals=237]: I'm banned for 0 ms :'(
12:05:42.626 [Philosopher-4; Meals=235]: Waiting for a nice seat...
12:05:42.632 [Philosopher-2; Meals=237]: I'm banned for 0 ms :'(
12:05:42.633 [Philosopher-3; Meals=237]: Release my fork (Fork-4 from Chair-4)
12:05:42.633 [Philosopher-4; Meals=235]: Found a nice seat (Chair-2)
12:05:42.643 [Philosopher-3; Meals=237]: Release my fork (Fork-1 from Chair-1)
12:05:42.644 [Philosopher-2; Meals=237]: I'm banned for 0 ms :'(
12:05:42.644 [Philosopher-4; Meals=235]: Waiting for 2 forks...
12:05:42.652 [Philosopher-3; Meals=237]: Stand up from seat (Chair-1)
12:05:42.654 [Philosopher-4; Meals=235]: Picked up fork (Fork-2 from Chair-2)
12:05:42.655 [Philosopher-2; Meals=237]: I'm banned for 0 ms :'(
12:05:42.661 [Philosopher-3; Meals=237]: Mediating for 5 ms
12:05:42.665 [Philosopher-2; Meals=237]: I'm banned for 0 ms :'(
12:05:42.665 [Philosopher-4; Meals=235]: Picked up fork (Fork-2 from Chair-2)
12:05:42.675 [Philosopher-3; Meals=237]: Sleeping for 10 ms
12:05:42.675 [Philosopher-4; Meals=235]: Found 2 forks! :D
12:05:42.676 [Philosopher-2; Meals=237]: I'm banned for 0 ms :'(
12:05:42.686 [Hungry-Philosopher-1; Meals=227]: Picked up fork (Fork-3 from Chair-3)
12:05:42.686 [Philosopher-2; Meals=237]: I'm banned for 0 ms :'(
12:05:42.686 [Philosopher-4; Meals=236]: Eating for 1 ms
12:05:42.695 [Philosopher-3; Meals=237]: Waiting for a nice seat...
12:05:42.696 [Hungry-Philosopher-1; Meals=227]: Release my fork (Fork-3 from Chair-3)
12:05:42.696 [Philosopher-2; Meals=237]: I'm banned for 0 ms :'(
12:05:42.697 [Philosopher-4; Meals=236]: Release my fork (Fork-2 from Chair-2)
12:05:42.707 [Philosopher-2; Meals=237]: I'm banned for 0 ms :'(
12:05:42.707 [Philosopher-3; Meals=237]: I'm banned for 0 ms :'(
12:05:42.716 [Philosopher-3; Meals=237]: I'm banned for 0 ms :'(
12:05:42.716 [Philosopher-4; Meals=236]: Release my fork (Fork-1 from Chair-1)
12:05:42.717 [Philosopher-2; Meals=237]: I'm banned for 0 ms :'(
12:05:42.725 [Philosopher-3; Meals=237]: I'm banned for 0 ms :'(
12:05:42.726 [Philosopher-2; Meals=237]: I'm banned for 0 ms :'(
12:05:42.726 [Philosopher-4; Meals=236]: Stand up from seat (Chair-2)
12:05:42.734 [Philosopher-3; Meals=237]: I'm banned for 0 ms :'(
12:05:42.736 [Philosopher-2; Meals=237]: I'm banned for 0 ms :'(
12:05:42.736 [Philosopher-4; Meals=236]: Mediating for 5 ms
12:05:42.747 [Philosopher-2; Meals=237]: I'm banned for 0 ms :'(
12:05:42.747 [Philosopher-3; Meals=237]: I'm banned for 0 ms :'(
12:05:42.752 [Philosopher-4; Meals=236]: Waiting for a nice seat...
12:05:42.759 [Philosopher-2; Meals=237]: I'm banned for 0 ms :'(
12:05:42.763 [Philosopher-3; Meals=237]: I'm banned for 0 ms :'(
12:05:42.765 [Hungry-Philosopher-1; Meals=227]: Picked up fork (Fork-3 from Chair-3)
12:05:42.765 [Philosopher-4; Meals=236]: Found a nice seat (Chair-1)
12:05:42.770 [Philosopher-2; Meals=237]: I'm banned for 0 ms :'(
12:05:42.778 [Philosopher-3; Meals=237]: I'm banned for 0 ms :'(
12:05:42.778 [Philosopher-4; Meals=236]: Waiting for 2 forks...
12:05:42.781 [Hungry-Philosopher-1; Meals=227]: Picked up fork (Fork-3 from Chair-3)
12:05:42.782 [Philosopher-2; Meals=237]: I'm banned for 0 ms :'(
12:05:42.789 [Philosopher-3; Meals=237]: I'm banned for 0 ms :'(
12:05:42.790 [Philosopher-4; Meals=236]: Picked up fork (Fork-1 from Chair-1)
12:05:42.794 [Hungry-Philosopher-1; Meals=227]: Found 2 forks! :D
12:05:42.797 [Philosopher-2; Meals=237]: I'm banned for 0 ms :'(
12:05:42.801 [Philosopher-4; Meals=236]: Picked up fork (Fork-1 from Chair-1)
12:05:42.803 [Philosopher-3; Meals=237]: I'm banned for 0 ms :'(
12:05:42.807 [Hungry-Philosopher-1; Meals=228]: Eating for 1 ms
12:05:42.809 [Philosopher-2; Meals=237]: Found a nice seat (Chair-2)
12:05:42.814 [Philosopher-4; Meals=236]: Found 2 forks! :D
12:05:42.816 [Philosopher-3; Meals=237]: Found a nice seat (Chair-4)
12:05:42.820 [Philosopher-2; Meals=237]: Waiting for 2 forks...
12:05:42.822 [Hungry-Philosopher-1; Meals=228]: Release my fork (Fork-3 from Chair-3)
12:05:42.826 [Philosopher-4; Meals=237]: Eating for 1 ms
12:05:42.827 [Philosopher-3; Meals=237]: Waiting for 2 forks...
12:05:42.833 [Hungry-Philosopher-1; Meals=228]: Release my fork (Fork-2 from Chair-2)
12:05:42.837 [Philosopher-3; Meals=237]: Picked up fork (Fork-4 from Chair-4)
12:05:42.837 [Philosopher-4; Meals=237]: Release my fork (Fork-4 from Chair-4)
12:05:42.844 [Hungry-Philosopher-1; Meals=228]: Stand up from seat (Chair-3)
12:05:42.848 [Philosopher-3; Meals=237]: Release my fork (Fork-3 from Chair-3)
12:05:42.849 [Philosopher-4; Meals=237]: Release my fork (Fork-1 from Chair-1)
12:05:42.855 [Hungry-Philosopher-1; Meals=228]: Mediating for 2 ms
12:05:42.859 [Philosopher-4; Meals=237]: Stand up from seat (Chair-1)
12:05:42.867 [Hungry-Philosopher-1; Meals=228]: Sleeping for 10 ms
12:05:42.867 [Philosopher-4; Meals=237]: Mediating for 5 ms
12:05:42.879 [Philosopher-4; Meals=237]: Sleeping for 10 ms
12:05:42.884 [Hungry-Philosopher-1; Meals=228]: Waiting for a nice seat...
12:05:42.891 [Hungry-Philosopher-1; Meals=228]: Found a nice seat (Chair-1)
12:05:42.897 [Hungry-Philosopher-1; Meals=228]: Waiting for 2 forks...
12:05:42.897 [Philosopher-4; Meals=237]: Waiting for a nice seat...
12:05:42.904 [Hungry-Philosopher-1; Meals=228]: Picked up fork (Fork-1 from Chair-1)
12:05:42.904 [Philosopher-4; Meals=237]: Found a nice seat (Chair-3)
12:05:42.912 [Hungry-Philosopher-1; Meals=228]: Picked up fork (Fork-1 from Chair-1)
12:05:42.912 [Philosopher-4; Meals=237]: Waiting for 2 forks...
12:05:42.920 [Hungry-Philosopher-1; Meals=228]: Found 2 forks! :D
12:05:42.920 [Philosopher-4; Meals=237]: Picked up fork (Fork-3 from Chair-3)
12:05:42.928 [Hungry-Philosopher-1; Meals=229]: Eating for 1 ms
12:05:42.928 [Philosopher-4; Meals=237]: Picked up fork (Fork-3 from Chair-3)
12:05:42.936 [Hungry-Philosopher-1; Meals=229]: Release my fork (Fork-4 from Chair-4)
12:05:42.936 [Philosopher-4; Meals=237]: Found 2 forks! :D
12:05:42.943 [Hungry-Philosopher-1; Meals=229]: Release my fork (Fork-1 from Chair-1)
12:05:42.943 [Philosopher-4; Meals=238]: Eating for 1 ms
12:05:42.950 [Hungry-Philosopher-1; Meals=229]: Stand up from seat (Chair-1)
12:05:42.951 [Philosopher-4; Meals=238]: Release my fork (Fork-3 from Chair-3)
12:05:42.958 [Hungry-Philosopher-1; Meals=229]: Mediating for 2 ms
12:05:42.958 [Philosopher-4; Meals=238]: Release my fork (Fork-2 from Chair-2)
12:05:42.965 [Philosopher-4; Meals=238]: Stand up from seat (Chair-3)
12:05:42.967 [Hungry-Philosopher-1; Meals=229]: Waiting for a nice seat...
12:05:42.972 [Philosopher-4; Meals=238]: Mediating for 5 ms
12:05:42.976 [Hungry-Philosopher-1; Meals=229]: Found a nice seat (Chair-1)
12:05:42.984 [Hungry-Philosopher-1; Meals=229]: Waiting for 2 forks...
12:05:42.988 [Philosopher-4; Meals=238]: Waiting for a nice seat...
12:05:42.992 [Hungry-Philosopher-1; Meals=229]: Picked up fork (Fork-1 from Chair-1)
12:05:42.992 [Philosopher-3; Meals=237]: Picked up fork (Fork-4 from Chair-4)
12:05:42.997 [Philosopher-4; Meals=238]: Found a nice seat (Chair-3)
12:05:43.001 [Hungry-Philosopher-1; Meals=229]: Release my fork (Fork-1 from Chair-1)
12:05:43.001 [Philosopher-3; Meals=237]: Picked up fork (Fork-4 from Chair-4)
12:05:43.007 [Philosopher-4; Meals=238]: Waiting for 2 forks...
12:05:43.013 [Philosopher-3; Meals=237]: Found 2 forks! :D
12:05:43.018 [Philosopher-4; Meals=238]: Picked up fork (Fork-3 from Chair-3)
12:05:43.021 [Philosopher-3; Meals=238]: Eating for 1 ms
12:05:43.026 [Philosopher-4; Meals=238]: Release my fork (Fork-2 from Chair-2)
12:05:43.030 [Philosopher-3; Meals=238]: Release my fork (Fork-3 from Chair-3)
12:05:43.036 [Philosopher-3; Meals=238]: Release my fork (Fork-4 from Chair-4)
12:05:43.045 [Philosopher-3; Meals=238]: Stand up from seat (Chair-4)
12:05:43.052 [Philosopher-3; Meals=238]: Mediating for 5 ms
12:05:43.066 [Philosopher-3; Meals=238]: Waiting for a nice seat...
12:05:43.072 [Philosopher-2; Meals=237]: Picked up fork (Fork-2 from Chair-2)
12:05:43.075 [Philosopher-3; Meals=238]: Found a nice seat (Chair-4)
12:05:43.084 [Philosopher-2; Meals=237]: Picked up fork (Fork-2 from Chair-2)
12:05:43.086 [Philosopher-3; Meals=238]: Waiting for 2 forks...
12:05:43.096 [Philosopher-2; Meals=237]: Found 2 forks! :D
12:05:43.096 [Philosopher-3; Meals=238]: Picked up fork (Fork-4 from Chair-4)
12:05:43.104 [Philosopher-2; Meals=238]: Eating for 1 ms
12:05:43.104 [Philosopher-3; Meals=238]: Picked up fork (Fork-4 from Chair-4)
12:05:43.112 [Philosopher-3; Meals=238]: Found 2 forks! :D
12:05:43.114 [Philosopher-2; Meals=238]: Release my fork (Fork-2 from Chair-2)
12:05:43.119 [Philosopher-3; Meals=239]: Eating for 1 ms
12:05:43.120 [Philosopher-2; Meals=238]: Release my fork (Fork-1 from Chair-1)
12:05:43.128 [Philosopher-2; Meals=238]: Stand up from seat (Chair-2)
12:05:43.129 [Philosopher-3; Meals=239]: Release my fork (Fork-3 from Chair-3)
12:05:43.135 [Philosopher-2; Meals=238]: Mediating for 5 ms
12:05:43.135 [Philosopher-3; Meals=239]: Release my fork (Fork-4 from Chair-4)
12:05:43.142 [Philosopher-3; Meals=239]: Stand up from seat (Chair-4)
12:05:43.147 [Philosopher-2; Meals=238]: Waiting for a nice seat...
12:05:43.148 [Philosopher-3; Meals=239]: Mediating for 5 ms
12:05:43.154 [Philosopher-2; Meals=238]: Found a nice seat (Chair-2)
12:05:43.159 [Philosopher-3; Meals=239]: Waiting for a nice seat...
12:05:43.160 [Philosopher-2; Meals=238]: Waiting for 2 forks...
12:05:43.166 [Philosopher-2; Meals=238]: Picked up fork (Fork-2 from Chair-2)
12:05:43.166 [Philosopher-3; Meals=239]: I'm banned for 0 ms :'(
12:05:43.173 [Philosopher-2; Meals=238]: Picked up fork (Fork-2 from Chair-2)
12:05:43.173 [Philosopher-3; Meals=239]: I'm banned for 0 ms :'(
12:05:43.179 [Philosopher-2; Meals=238]: Found 2 forks! :D
12:05:43.179 [Philosopher-3; Meals=239]: I'm banned for 0 ms :'(
12:05:43.186 [Philosopher-2; Meals=239]: Eating for 1 ms
12:05:43.186 [Philosopher-3; Meals=239]: I'm banned for 0 ms :'(
12:05:43.193 [Philosopher-3; Meals=239]: I'm banned for 0 ms :'(
12:05:43.194 [Philosopher-2; Meals=239]: Release my fork (Fork-2 from Chair-2)
12:05:43.200 [Philosopher-2; Meals=239]: Release my fork (Fork-1 from Chair-1)
12:05:43.200 [Philosopher-3; Meals=239]: I'm banned for 0 ms :'(
12:05:43.207 [Philosopher-2; Meals=239]: Stand up from seat (Chair-2)
12:05:43.207 [Philosopher-3; Meals=239]: I'm banned for 0 ms :'(
12:05:43.215 [Philosopher-2; Meals=239]: Mediating for 5 ms
12:05:43.215 [Philosopher-3; Meals=239]: I'm banned for 0 ms :'(
12:05:43.224 [Philosopher-3; Meals=239]: I'm banned for 0 ms :'(
12:05:43.226 [Philosopher-2; Meals=239]: Waiting for a nice seat...
12:05:43.232 [Philosopher-2; Meals=239]: I'm banned for 0 ms :'(
12:05:43.233 [Philosopher-3; Meals=239]: I'm banned for 0 ms :'(
12:05:43.241 [Philosopher-2; Meals=239]: I'm banned for 0 ms :'(
12:05:43.241 [Philosopher-3; Meals=239]: I'm banned for 0 ms :'(
12:05:43.250 [Philosopher-2; Meals=239]: I'm banned for 0 ms :'(
12:05:43.250 [Philosopher-3; Meals=239]: I'm banned for 0 ms :'(
