11:29:59.257 [Hungry-Philosopher-1; Meals=0]: I'm alive!
11:30:50.267 [Hungry-Philosopher-2; Meals=346]: Waiting for 2 forks...
11:30:50.268 [Hungry-Philosopher-3; Meals=350]: Release my forks (Fork-1 from Chair-1, Fork-5 from Chair-5)
11:30:50.270 [Hungry-Philosopher-4; Meals=340]: Waiting for a nice seat...
11:30:50.276 [Hungry-Philosopher-2; Meals=346]: Found 2 forks (Fork-2 from Chair-2, Fork-1 from Chair-1)! :D
11:30:50.276 [Hungry-Philosopher-3; Meals=350]: Stand up from seat (Chair-1)
11:30:50.284 [Hungry-Philosopher-2; Meals=347]: Eating for 1 ms
11:30:50.284 [Hungry-Philosopher-3; Meals=350]: Mediating for 5 ms
11:30:50.285 [Hungry-Philosopher-4; Meals=340]: Found a nice seat (Chair-1)
11:30:50.294 [Hungry-Philosopher-4; Meals=340]: Waiting for 2 forks...
11:30:50.295 [Hungry-Philosopher-2; Meals=347]: Release my forks (Fork-2 from Chair-2, Fork-1 from Chair-1)
11:30:50.299 [Hungry-Philosopher-3; Meals=350]: Waiting for a nice seat...
11:30:50.303 [Hungry-Philosopher-4; Meals=340]: Found 2 forks (Fork-1 from Chair-1, Fork-5 from Chair-5)! :D
11:30:50.304 [Hungry-Philosopher-2; Meals=347]: Stand up from seat (Chair-2)
11:30:50.313 [Hungry-Philosopher-2; Meals=347]: Mediating for 5 ms
11:30:50.313 [Hungry-Philosopher-4; Meals=341]: Eating for 1 ms
11:30:50.314 [Hungry-Philosopher-3; Meals=350]: Found a nice seat (Chair-2)
11:30:50.323 [Hungry-Philosopher-3; Meals=350]: Waiting for 2 forks...
11:30:50.324 [Hungry-Philosopher-4; Meals=341]: Release my forks (Fork-1 from Chair-1, Fork-5 from Chair-5)
11:30:50.328 [Hungry-Philosopher-2; Meals=347]: Waiting for a nice seat...
11:30:50.332 [Hungry-Philosopher-3; Meals=350]: Found 2 forks (Fork-2 from Chair-2, Fork-1 from Chair-1)! :D
11:30:50.332 [Hungry-Philosopher-4; Meals=341]: Stand up from seat (Chair-1)
11:30:50.341 [Hungry-Philosopher-3; Meals=351]: Eating for 1 ms
11:30:50.341 [Hungry-Philosopher-4; Meals=341]: Mediating for 5 ms
11:30:50.343 [Hungry-Philosopher-5; Meals=346]: Found a nice seat (Chair-1)
11:30:50.351 [Hungry-Philosopher-3; Meals=351]: Release my forks (Fork-2 from Chair-2, Fork-1 from Chair-1)
11:30:50.351 [Hungry-Philosopher-5; Meals=346]: Waiting for 2 forks...
11:30:50.355 [Hungry-Philosopher-4; Meals=341]: Waiting for a nice seat...
11:30:50.360 [Hungry-Philosopher-3; Meals=351]: Stand up from seat (Chair-2)
11:30:50.360 [Hungry-Philosopher-5; Meals=346]: Found 2 forks (Fork-1 from Chair-1, Fork-5 from Chair-5)! :D
11:30:50.369 [Hungry-Philosopher-3; Meals=351]: Mediating for 5 ms
11:30:50.369 [Hungry-Philosopher-5; Meals=347]: Eating for 1 ms
11:30:50.370 [Hungry-Philosopher-4; Meals=341]: Found a nice seat (Chair-2)
11:30:50.378 [Hungry-Philosopher-4; Meals=341]: Waiting for 2 forks...
11:30:50.379 [Hungry-Philosopher-5; Meals=347]: Release my forks (Fork-1 from Chair-1, Fork-5 from Chair-5)
11:30:50.383 [Hungry-Philosopher-3; Meals=351]: Sleeping for 10 ms
11:30:50.388 [Hungry-Philosopher-4; Meals=341]: Found 2 forks (Fork-2 from Chair-2, Fork-1 from Chair-1)! :D
11:30:50.388 [Hungry-Philosopher-5; Meals=347]: Stand up from seat (Chair-1)
11:30:50.397 [Hungry-Philosopher-5; Meals=347]: Mediating for 5 ms
11:30:50.398 [Hungry-Philosopher-2; Meals=347]: Found a nice seat (Chair-1)
11:30:50.398 [Hungry-Philosopher-4; Meals=342]: Eating for 1 ms
11:30:50.402 [Hungry-Philosopher-3; Meals=351]: Waiting for a nice seat...
11:30:50.408 [Hungry-Philosopher-2; Meals=347]: Waiting for 2 forks...
11:30:50.414 [Hungry-Philosopher-5; Meals=347]: Waiting for a nice seat...
11:30:50.424 [Hungry-Philosopher-4; Meals=342]: Release my forks (Fork-2 from Chair-2, Fork-1 from Chair-1)
11:30:50.435 [Hungry-Philosopher-2; Meals=347]: Found 2 forks (Fork-1 from Chair-1, Fork-5 from Chair-5)! :D
11:30:50.435 [Hungry-Philosopher-4; Meals=342]: Stand up from seat (Chair-2)
11:30:50.444 [Hungry-Philosopher-2; Meals=348]: Eating for 1 ms
11:30:50.444 [Hungry-Philosopher-4; Meals=342]: Mediating for 5 ms
11:30:50.446 [Hungry-Philosopher-5; Meals=347]: Found a nice seat (Chair-2)
11:30:50.455 [Hungry-Philosopher-2; Meals=348]: Release my forks (Fork-1 from Chair-1, Fork-5 from Chair-5)
11:30:50.456 [Hungry-Philosopher-5; Meals=347]: Waiting for 2 forks...
11:30:50.458 [Hungry-Philosopher-4; Meals=342]: Sleeping for 10 ms
11:30:50.476 [Hungry-Philosopher-2; Meals=348]: Stand up from seat (Chair-1)
11:30:50.476 [Hungry-Philosopher-5; Meals=347]: Found 2 forks (Fork-2 from Chair-2, Fork-1 from Chair-1)! :D
11:30:50.486 [Hungry-Philosopher-2; Meals=348]: Mediating for 5 ms
11:30:50.487 [Hungry-Philosopher-1; Meals=348]: Found a nice seat (Chair-1)
11:30:50.487 [Hungry-Philosopher-4; Meals=342]: Waiting for a nice seat...
11:30:50.487 [Hungry-Philosopher-5; Meals=348]: Eating for 1 ms
11:30:50.501 [Hungry-Philosopher-2; Meals=348]: Sleeping for 10 ms
11:30:50.502 [Hungry-Philosopher-1; Meals=348]: Waiting for 2 forks...
11:30:50.508 [Hungry-Philosopher-5; Meals=348]: Release my forks (Fork-2 from Chair-2, Fork-1 from Chair-1)
11:30:50.518 [Hungry-Philosopher-1; Meals=348]: Found 2 forks (Fork-1 from Chair-1, Fork-5 from Chair-5)! :D
11:30:50.518 [Hungry-Philosopher-5; Meals=348]: Stand up from seat (Chair-2)
11:30:50.521 [Hungry-Philosopher-2; Meals=348]: Waiting for a nice seat...
11:30:50.527 [Hungry-Philosopher-1; Meals=349]: Eating for 1 ms
11:30:50.531 [Hungry-Philosopher-2; Meals=348]: Found a nice seat (Chair-2)
11:30:50.531 [Hungry-Philosopher-5; Meals=348]: Mediating for 5 ms
11:30:50.539 [Hungry-Philosopher-1; Meals=349]: Release my forks (Fork-1 from Chair-1, Fork-5 from Chair-5)
11:30:50.541 [Hungry-Philosopher-2; Meals=348]: Waiting for 2 forks...
11:30:50.547 [Hungry-Philosopher-5; Meals=348]: Sleeping for 10 ms
11:30:50.548 [Hungry-Philosopher-1; Meals=349]: Stand up from seat (Chair-1)
11:30:50.550 [Hungry-Philosopher-2; Meals=348]: Found 2 forks (Fork-2 from Chair-2, Fork-1 from Chair-1)! :D
11:30:50.557 [Hungry-Philosopher-1; Meals=349]: Mediating for 5 ms
11:30:50.558 [Hungry-Philosopher-4; Meals=342]: Found a nice seat (Chair-1)
11:30:50.560 [Hungry-Philosopher-2; Meals=349]: Eating for 1 ms
11:30:50.567 [Hungry-Philosopher-5; Meals=348]: Waiting for a nice seat...
11:30:50.571 [Hungry-Philosopher-2; Meals=349]: Release my forks (Fork-2 from Chair-2, Fork-1 from Chair-1)
11:30:50.572 [Hungry-Philosopher-1; Meals=349]: Waiting for a nice seat...
11:30:50.573 [Hungry-Philosopher-4; Meals=342]: Waiting for 2 forks...
11:30:50.583 [Hungry-Philosopher-2; Meals=349]: Stand up from seat (Chair-2)
11:30:50.584 [Hungry-Philosopher-4; Meals=342]: Found 2 forks (Fork-1 from Chair-1, Fork-5 from Chair-5)! :D
11:30:50.593 [Hungry-Philosopher-2; Meals=349]: Mediating for 5 ms
11:30:50.593 [Hungry-Philosopher-4; Meals=343]: Eating for 1 ms
11:30:50.594 [Hungry-Philosopher-3; Meals=351]: Found a nice seat (Chair-2)
11:30:50.604 [Hungry-Philosopher-3; Meals=351]: Waiting for 2 forks...
11:30:50.604 [Hungry-Philosopher-4; Meals=343]: Release my forks (Fork-1 from Chair-1, Fork-5 from Chair-5)
11:30:50.608 [Hungry-Philosopher-2; Meals=349]: Waiting for a nice seat...
11:30:50.615 [Hungry-Philosopher-4; Meals=343]: Stand up from seat (Chair-1)
11:30:50.624 [Hungry-Philosopher-3; Meals=351]: Found 2 forks (Fork-2 from Chair-2, Fork-1 from Chair-1)! :D
11:30:50.624 [Hungry-Philosopher-4; Meals=343]: Mediating for 5 ms
11:30:50.625 [Hungry-Philosopher-2; Meals=349]: Found a nice seat (Chair-1)
11:30:50.635 [Hungry-Philosopher-3; Meals=352]: Eating for 1 ms
11:30:50.638 [Hungry-Philosopher-2; Meals=349]: Waiting for 2 forks...
11:30:50.641 [Hungry-Philosopher-4; Meals=343]: Waiting for a nice seat...
11:30:50.646 [Hungry-Philosopher-3; Meals=352]: Release my forks (Fork-2 from Chair-2, Fork-1 from Chair-1)
11:30:50.656 [Hungry-Philosopher-2; Meals=349]: Found 2 forks (Fork-1 from Chair-1, Fork-5 from Chair-5)! :D
11:30:50.656 [Hungry-Philosopher-3; Meals=352]: Stand up from seat (Chair-2)
11:30:50.665 [Hungry-Philosopher-2; Meals=350]: Eating for 1 ms
11:30:50.665 [Hungry-Philosopher-3; Meals=352]: Mediating for 5 ms
11:30:50.667 [Hungry-Philosopher-1; Meals=349]: Found a nice seat (Chair-2)
11:30:50.675 [Hungry-Philosopher-2; Meals=350]: Release my forks (Fork-1 from Chair-1, Fork-5 from Chair-5)
11:30:50.680 [Hungry-Philosopher-3; Meals=352]: Waiting for a nice seat...
11:30:50.683 [Hungry-Philosopher-1; Meals=349]: Waiting for 2 forks...
11:30:50.686 [Hungry-Philosopher-2; Meals=350]: Stand up from seat (Chair-1)
11:30:50.692 [Hungry-Philosopher-1; Meals=349]: Found 2 forks (Fork-2 from Chair-2, Fork-1 from Chair-1)! :D
11:30:50.695 [Hungry-Philosopher-2; Meals=350]: Mediating for 5 ms
11:30:50.696 [Hungry-Philosopher-3; Meals=352]: Found a nice seat (Chair-1)
11:30:50.702 [Hungry-Philosopher-1; Meals=350]: Eating for 1 ms
11:30:50.706 [Hungry-Philosopher-3; Meals=352]: Waiting for 2 forks...
11:30:50.710 [Hungry-Philosopher-2; Meals=350]: Waiting for a nice seat...
11:30:50.716 [Hungry-Philosopher-1; Meals=350]: Release my forks (Fork-2 from Chair-2, Fork-1 from Chair-1)
11:30:50.733 [Hungry-Philosopher-1; Meals=350]: Stand up from seat (Chair-2)
11:30:50.733 [Hungry-Philosopher-3; Meals=352]: Found 2 forks (Fork-1 from Chair-1, Fork-5 from Chair-5)! :D
11:30:50.743 [Hungry-Philosopher-1; Meals=350]: Mediating for 5 ms
11:30:50.743 [Hungry-Philosopher-3; Meals=353]: Eating for 1 ms
11:30:50.743 [Hungry-Philosopher-5; Meals=348]: Found a nice seat (Chair-2)
11:30:50.752 [Hungry-Philosopher-5; Meals=348]: Waiting for 2 forks...
11:30:50.753 [Hungry-Philosopher-3; Meals=353]: Release my forks (Fork-1 from Chair-1, Fork-5 from Chair-5)
11:30:50.757 [Hungry-Philosopher-1; Meals=350]: Waiting for a nice seat...
11:30:50.762 [Hungry-Philosopher-3; Meals=353]: Stand up from seat (Chair-1)
11:30:50.762 [Hungry-Philosopher-5; Meals=348]: Found 2 forks (Fork-2 from Chair-2, Fork-1 from Chair-1)! :D
11:30:50.772 [Hungry-Philosopher-3; Meals=353]: Mediating for 5 ms
11:30:50.772 [Hungry-Philosopher-5; Meals=349]: Eating for 1 ms
11:30:50.773 [Hungry-Philosopher-4; Meals=343]: Found a nice seat (Chair-1)
11:30:50.789 [Hungry-Philosopher-3; Meals=353]: Waiting for a nice seat...
11:30:50.791 [Hungry-Philosopher-5; Meals=349]: Release my forks (Fork-2 from Chair-2, Fork-1 from Chair-1)
11:30:50.801 [Hungry-Philosopher-4; Meals=343]: Waiting for 2 forks...
11:30:50.811 [Hungry-Philosopher-5; Meals=349]: Stand up from seat (Chair-2)
11:30:50.815 [Hungry-Philosopher-4; Meals=343]: Found 2 forks (Fork-1 from Chair-1, Fork-5 from Chair-5)! :D
11:30:50.822 [Hungry-Philosopher-5; Meals=349]: Mediating for 5 ms
11:30:50.823 [Hungry-Philosopher-1; Meals=350]: Found a nice seat (Chair-2)
11:30:50.825 [Hungry-Philosopher-4; Meals=344]: Eating for 1 ms
11:30:50.833 [Hungry-Philosopher-1; Meals=350]: Waiting for 2 forks...
11:30:50.836 [Hungry-Philosopher-4; Meals=344]: Release my forks (Fork-1 from Chair-1, Fork-5 from Chair-5)
11:30:50.837 [Hungry-Philosopher-5; Meals=349]: Waiting for a nice seat...
11:30:50.846 [Hungry-Philosopher-1; Meals=350]: Found 2 forks (Fork-2 from Chair-2, Fork-1 from Chair-1)! :D
11:30:50.846 [Hungry-Philosopher-4; Meals=344]: Stand up from seat (Chair-1)
11:30:50.856 [Hungry-Philosopher-1; Meals=351]: Eating for 1 ms
11:30:50.856 [Hungry-Philosopher-3; Meals=353]: Found a nice seat (Chair-1)
11:30:50.856 [Hungry-Philosopher-4; Meals=344]: Mediating for 5 ms
11:30:50.866 [Hungry-Philosopher-3; Meals=353]: Waiting for 2 forks...
11:30:50.868 [Hungry-Philosopher-1; Meals=351]: Release my forks (Fork-2 from Chair-2, Fork-1 from Chair-1)
11:30:50.871 [Hungry-Philosopher-4; Meals=344]: Waiting for a nice seat...
11:30:50.877 [Hungry-Philosopher-1; Meals=351]: Stand up from seat (Chair-2)
11:30:50.877 [Hungry-Philosopher-3; Meals=353]: Found 2 forks (Fork-1 from Chair-1, Fork-5 from Chair-5)! :D
11:30:50.886 [Hungry-Philosopher-1; Meals=351]: Mediating for 5 ms
11:30:50.886 [Hungry-Philosopher-3; Meals=354]: Eating for 1 ms
11:30:50.886 [Hungry-Philosopher-4; Meals=344]: Found a nice seat (Chair-2)
11:30:50.895 [Hungry-Philosopher-4; Meals=344]: Waiting for 2 forks...
11:30:50.900 [Hungry-Philosopher-1; Meals=351]: Sleeping for 10 ms
11:30:50.903 [Hungry-Philosopher-3; Meals=354]: Release my forks (Fork-1 from Chair-1, Fork-5 from Chair-5)
11:30:50.912 [Hungry-Philosopher-3; Meals=354]: Stand up from seat (Chair-1)
11:30:50.912 [Hungry-Philosopher-4; Meals=344]: Found 2 forks (Fork-2 from Chair-2, Fork-1 from Chair-1)! :D
11:30:50.919 [Hungry-Philosopher-4; Meals=345]: Eating for 1 ms
11:30:50.920 [Hungry-Philosopher-1; Meals=351]: Waiting for a nice seat...
11:30:50.925 [Hungry-Philosopher-3; Meals=354]: Mediating for 5 ms
11:30:50.926 [Hungry-Philosopher-2; Meals=350]: Found a nice seat (Chair-1)
11:30:50.930 [Hungry-Philosopher-4; Meals=345]: Release my forks (Fork-2 from Chair-2, Fork-1 from Chair-1)
11:30:50.940 [Hungry-Philosopher-2; Meals=350]: Waiting for 2 forks...
11:30:50.940 [Hungry-Philosopher-4; Meals=345]: Stand up from seat (Chair-2)
11:30:50.949 [Hungry-Philosopher-3; Meals=354]: Sleeping for 10 ms
11:30:50.949 [Hungry-Philosopher-4; Meals=345]: Mediating for 5 ms
11:30:50.952 [Hungry-Philosopher-5; Meals=349]: Found a nice seat (Chair-2)
11:30:50.955 [Hungry-Philosopher-2; Meals=350]: Found 2 forks (Fork-1 from Chair-1, Fork-5 from Chair-5)! :D
11:30:50.964 [Hungry-Philosopher-4; Meals=345]: Sleeping for 10 ms
11:30:50.968 [Hungry-Philosopher-2; Meals=351]: Eating for 1 ms
11:30:50.973 [Hungry-Philosopher-3; Meals=354]: Waiting for a nice seat...
11:30:50.974 [Hungry-Philosopher-5; Meals=349]: Waiting for 2 forks...
11:30:50.982 [Hungry-Philosopher-2; Meals=351]: Release my forks (Fork-1 from Chair-1, Fork-5 from Chair-5)
11:30:50.984 [Hungry-Philosopher-4; Meals=345]: Waiting for a nice seat...
11:30:50.992 [Hungry-Philosopher-2; Meals=351]: Stand up from seat (Chair-1)
11:30:50.993 [Hungry-Philosopher-5; Meals=349]: Found 2 forks (Fork-2 from Chair-2, Fork-1 from Chair-1)! :D
11:30:51.003 [Hungry-Philosopher-2; Meals=351]: Mediating for 5 ms
11:30:51.003 [Hungry-Philosopher-5; Meals=350]: Eating for 1 ms
11:30:51.004 [Hungry-Philosopher-3; Meals=354]: Found a nice seat (Chair-1)
11:30:51.014 [Hungry-Philosopher-5; Meals=350]: Release my forks (Fork-2 from Chair-2, Fork-1 from Chair-1)
11:30:51.015 [Hungry-Philosopher-3; Meals=354]: Waiting for 2 forks...
11:30:51.018 [Hungry-Philosopher-2; Meals=351]: Sleeping for 10 ms
11:30:51.023 [Hungry-Philosopher-3; Meals=354]: Found 2 forks (Fork-1 from Chair-1, Fork-5 from Chair-5)! :D
11:30:51.023 [Hungry-Philosopher-5; Meals=350]: Stand up from seat (Chair-2)
11:30:51.032 [Hungry-Philosopher-5; Meals=350]: Mediating for 5 ms
11:30:51.033 [Hungry-Philosopher-3; Meals=355]: Eating for 1 ms
11:30:51.035 [Hungry-Philosopher-4; Meals=345]: Found a nice seat (Chair-2)
11:30:51.041 [Hungry-Philosopher-2; Meals=351]: Waiting for a nice seat...
11:30:51.042 [Hungry-Philosopher-3; Meals=355]: Release my forks (Fork-1 from Chair-1, Fork-5 from Chair-5)
11:30:51.044 [Hungry-Philosopher-4; Meals=345]: Waiting for 2 forks...
11:30:51.044 [Hungry-Philosopher-5; Meals=350]: Waiting for a nice seat...
11:30:51.051 [Hungry-Philosopher-3; Meals=355]: Stand up from seat (Chair-1)
11:30:51.053 [Hungry-Philosopher-4; Meals=345]: Found 2 forks (Fork-2 from Chair-2, Fork-1 from Chair-1)! :D
11:30:51.060 [Hungry-Philosopher-3; Meals=355]: Mediating for 5 ms
11:30:51.061 [Hungry-Philosopher-1; Meals=351]: Found a nice seat (Chair-1)
11:30:51.061 [Hungry-Philosopher-4; Meals=346]: Eating for 1 ms
11:30:51.068 [Hungry-Philosopher-1; Meals=351]: Waiting for 2 forks...
11:30:51.070 [Hungry-Philosopher-4; Meals=346]: Release my forks (Fork-2 from Chair-2, Fork-1 from Chair-1)
11:30:51.074 [Hungry-Philosopher-3; Meals=355]: Waiting for a nice seat...
11:30:51.078 [Hungry-Philosopher-1; Meals=351]: Found 2 forks (Fork-1 from Chair-1, Fork-5 from Chair-5)! :D
11:30:51.078 [Hungry-Philosopher-4; Meals=346]: Stand up from seat (Chair-2)
11:30:51.085 [Hungry-Philosopher-1; Meals=352]: Eating for 1 ms
11:30:51.085 [Hungry-Philosopher-4; Meals=346]: Mediating for 5 ms
11:30:51.086 [Hungry-Philosopher-2; Meals=351]: Found a nice seat (Chair-2)
11:30:51.092 [Hungry-Philosopher-2; Meals=351]: Waiting for 2 forks...
11:30:51.095 [Hungry-Philosopher-1; Meals=352]: Release my forks (Fork-1 from Chair-1, Fork-5 from Chair-5)
11:30:51.099 [Hungry-Philosopher-4; Meals=346]: Waiting for a nice seat...
11:30:51.103 [Hungry-Philosopher-1; Meals=352]: Stand up from seat (Chair-1)
11:30:51.103 [Hungry-Philosopher-2; Meals=351]: Found 2 forks (Fork-2 from Chair-2, Fork-1 from Chair-1)! :D
11:30:51.111 [Hungry-Philosopher-1; Meals=352]: Mediating for 5 ms
11:30:51.111 [Hungry-Philosopher-2; Meals=352]: Eating for 1 ms
11:30:51.113 [Hungry-Philosopher-3; Meals=355]: Found a nice seat (Chair-1)
11:30:51.119 [Hungry-Philosopher-2; Meals=352]: Release my forks (Fork-2 from Chair-2, Fork-1 from Chair-1)
11:30:51.122 [Hungry-Philosopher-3; Meals=355]: Waiting for 2 forks...
11:30:51.124 [Hungry-Philosopher-1; Meals=352]: Waiting for a nice seat...
11:30:51.131 [Hungry-Philosopher-2; Meals=352]: Stand up from seat (Chair-2)
11:30:51.131 [Hungry-Philosopher-3; Meals=355]: Found 2 forks (Fork-1 from Chair-1, Fork-5 from Chair-5)! :D
11:30:51.140 [Hungry-Philosopher-2; Meals=352]: Mediating for 5 ms
11:30:51.140 [Hungry-Philosopher-3; Meals=356]: Eating for 1 ms
11:30:51.141 [Hungry-Philosopher-5; Meals=350]: Found a nice seat (Chair-2)
11:30:51.150 [Hungry-Philosopher-3; Meals=356]: Release my forks (Fork-1 from Chair-1, Fork-5 from Chair-5)
11:30:51.150 [Hungry-Philosopher-5; Meals=350]: Waiting for 2 forks...
11:30:51.154 [Hungry-Philosopher-2; Meals=352]: Waiting for a nice seat...
11:30:51.158 [Hungry-Philosopher-3; Meals=356]: Stand up from seat (Chair-1)
11:30:51.159 [Hungry-Philosopher-5; Meals=350]: Found 2 forks (Fork-2 from Chair-2, Fork-1 from Chair-1)! :D
11:30:51.167 [Hungry-Philosopher-3; Meals=356]: Mediating for 5 ms
11:30:51.167 [Hungry-Philosopher-5; Meals=351]: Eating for 1 ms
11:30:51.168 [Hungry-Philosopher-2; Meals=352]: Found a nice seat (Chair-1)
11:30:51.177 [Hungry-Philosopher-2; Meals=352]: Waiting for 2 forks...
11:30:51.178 [Hungry-Philosopher-5; Meals=351]: Release my forks (Fork-2 from Chair-2, Fork-1 from Chair-1)
11:30:51.181 [Hungry-Philosopher-3; Meals=356]: Waiting for a nice seat...
11:30:51.186 [Hungry-Philosopher-5; Meals=351]: Stand up from seat (Chair-2)
11:30:51.187 [Hungry-Philosopher-2; Meals=352]: Found 2 forks (Fork-1 from Chair-1, Fork-5 from Chair-5)! :D
11:30:51.194 [Hungry-Philosopher-5; Meals=351]: Mediating for 5 ms
11:30:51.195 [Hungry-Philosopher-3; Meals=356]: Found a nice seat (Chair-2)
11:30:51.197 [Hungry-Philosopher-2; Meals=353]: Eating for 1 ms
11:30:51.205 [Hungry-Philosopher-3; Meals=356]: Waiting for 2 forks...
11:30:51.207 [Hungry-Philosopher-2; Meals=353]: Release my forks (Fork-1 from Chair-1, Fork-5 from Chair-5)
11:30:51.208 [Hungry-Philosopher-5; Meals=351]: Sleeping for 10 ms
11:30:51.216 [Hungry-Philosopher-2; Meals=353]: Stand up from seat (Chair-1)
11:30:51.216 [Hungry-Philosopher-3; Meals=356]: Found 2 forks (Fork-2 from Chair-2, Fork-1 from Chair-1)! :D
11:30:51.225 [Hungry-Philosopher-2; Meals=353]: Mediating for 5 ms
11:30:51.225 [Hungry-Philosopher-3; Meals=357]: Eating for 1 ms
11:30:51.227 [Hungry-Philosopher-1; Meals=352]: Found a nice seat (Chair-1)
11:30:51.227 [Hungry-Philosopher-5; Meals=351]: Waiting for a nice seat...
11:30:51.239 [Hungry-Philosopher-3; Meals=357]: Release my forks (Fork-2 from Chair-2, Fork-1 from Chair-1)
11:30:51.241 [Hungry-Philosopher-1; Meals=352]: Waiting for 2 forks...
11:30:51.241 [Hungry-Philosopher-2; Meals=353]: Waiting for a nice seat...
11:30:51.252 [Hungry-Philosopher-3; Meals=357]: Stand up from seat (Chair-2)
11:30:51.258 [Hungry-Philosopher-1; Meals=352]: Found 2 forks (Fork-1 from Chair-1, Fork-5 from Chair-5)! :D
11:30:51.264 [Hungry-Philosopher-3; Meals=357]: Mediating for 5 ms
11:30:51.265 [Hungry-Philosopher-2; Meals=353]: Found a nice seat (Chair-2)
11:30:51.274 [Hungry-Philosopher-1; Meals=353]: Eating for 1 ms
11:30:51.279 [Hungry-Philosopher-3; Meals=357]: Sleeping for 10 ms
11:30:51.280 [Hungry-Philosopher-2; Meals=353]: Waiting for 2 forks...
11:30:51.287 [Hungry-Philosopher-1; Meals=353]: Release my forks (Fork-1 from Chair-1, Fork-5 from Chair-5)
11:30:51.298 [Hungry-Philosopher-1; Meals=353]: Stand up from seat (Chair-1)
11:30:51.298 [Hungry-Philosopher-2; Meals=353]: Found 2 forks (Fork-2 from Chair-2, Fork-1 from Chair-1)! :D
11:30:51.302 [Hungry-Philosopher-3; Meals=357]: Waiting for a nice seat...
11:30:51.307 [Hungry-Philosopher-1; Meals=353]: Mediating for 5 ms
11:30:51.307 [Hungry-Philosopher-2; Meals=354]: Eating for 1 ms
11:30:51.308 [Hungry-Philosopher-5; Meals=351]: Found a nice seat (Chair-1)
11:30:51.317 [Hungry-Philosopher-2; Meals=354]: Release my forks (Fork-2 from Chair-2, Fork-1 from Chair-1)
11:30:51.318 [Hungry-Philosopher-3; Meals=357]: I'm banned for 5 ms :'(
11:30:51.327 [Hungry-Philosopher-1; Meals=353]: Waiting for a nice seat...
11:30:51.328 [Hungry-Philosopher-2; Meals=354]: Stand up from seat (Chair-2)
11:30:51.332 [Hungry-Philosopher-5; Meals=351]: Waiting for 2 forks...
11:30:51.338 [Hungry-Philosopher-2; Meals=354]: Mediating for 5 ms
11:30:51.339 [Hungry-Philosopher-1; Meals=353]: Found a nice seat (Chair-2)
11:30:51.343 [Hungry-Philosopher-3; Meals=357]: I'm banned for 5 ms :'(
11:30:51.349 [Hungry-Philosopher-1; Meals=353]: Waiting for 2 forks...
11:30:51.349 [Hungry-Philosopher-5; Meals=351]: Found 2 forks (Fork-1 from Chair-1, Fork-5 from Chair-5)! :D
11:30:51.354 [Hungry-Philosopher-2; Meals=354]: Sleeping for 10 ms
11:30:51.359 [Hungry-Philosopher-5; Meals=352]: Eating for 1 ms
11:30:51.364 [Hungry-Philosopher-3; Meals=357]: I'm banned for 5 ms :'(
11:30:51.370 [Hungry-Philosopher-5; Meals=352]: Release my forks (Fork-1 from Chair-1, Fork-5 from Chair-5)
11:30:51.375 [Hungry-Philosopher-2; Meals=354]: Waiting for a nice seat...
11:30:51.380 [Hungry-Philosopher-1; Meals=353]: Found 2 forks (Fork-2 from Chair-2, Fork-1 from Chair-1)! :D
11:30:51.380 [Hungry-Philosopher-5; Meals=352]: Stand up from seat (Chair-1)
11:30:51.388 [Hungry-Philosopher-3; Meals=357]: I'm banned for 5 ms :'(
11:30:51.390 [Hungry-Philosopher-4; Meals=346]: Found a nice seat (Chair-1)
11:30:51.390 [Hungry-Philosopher-5; Meals=352]: Mediating for 5 ms
11:30:51.398 [Hungry-Philosopher-1; Meals=354]: Eating for 1 ms
11:30:51.399 [Hungry-Philosopher-4; Meals=346]: Waiting for 2 forks...
11:30:51.404 [Hungry-Philosopher-5; Meals=352]: Waiting for a nice seat...
11:30:51.410 [Hungry-Philosopher-1; Meals=354]: Release my forks (Fork-2 from Chair-2, Fork-1 from Chair-1)
11:30:51.414 [Hungry-Philosopher-3; Meals=357]: I'm banned for 5 ms :'(
11:30:51.420 [Hungry-Philosopher-1; Meals=354]: Stand up from seat (Chair-2)
11:30:51.420 [Hungry-Philosopher-4; Meals=346]: Found 2 forks (Fork-1 from Chair-1, Fork-5 from Chair-5)! :D
11:30:51.429 [Hungry-Philosopher-1; Meals=354]: Mediating for 5 ms
11:30:51.429 [Hungry-Philosopher-4; Meals=347]: Eating for 1 ms
11:30:51.430 [Hungry-Philosopher-3; Meals=357]: Found a nice seat (Chair-2)
11:30:51.439 [Hungry-Philosopher-3; Meals=357]: Waiting for 2 forks...
11:30:51.440 [Hungry-Philosopher-4; Meals=347]: Release my forks (Fork-1 from Chair-1, Fork-5 from Chair-5)
11:30:51.444 [Hungry-Philosopher-1; Meals=354]: Sleeping for 10 ms
11:30:51.449 [Hungry-Philosopher-3; Meals=357]: Found 2 forks (Fork-2 from Chair-2, Fork-1 from Chair-1)! :D
11:30:51.449 [Hungry-Philosopher-4; Meals=347]: Stand up from seat (Chair-1)
11:30:51.460 [Hungry-Philosopher-4; Meals=347]: Mediating for 5 ms
11:30:51.461 [Hungry-Philosopher-3; Meals=358]: Eating for 1 ms
11:30:51.461 [Hungry-Philosopher-5; Meals=352]: Found a nice seat (Chair-1)
11:30:51.468 [Hungry-Philosopher-1; Meals=354]: Waiting for a nice seat...
